Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201
250400925000003;1;263;6;168;5;68;2;14;169;5;70;3;16;0;93;81;43;30;14;2;29;145;15;58;5;11;74;100;28;45;11;5;6;168;3;70;1;15;0;174;0;73;0;16;63;111;30;43;5;11;55;119;15;58;1;15;7;167;2;71;0;16;13;250;0;0;255;8;0;0;150;113;0;0;49;214;0;0;113;150;0;0;10;253;0;0;0;263;0;0;98;165;0;0;71;192;0;0;9;254;0;0;0;2;0;0;0;1;2;0;0;0;1;0;2;0;0;0;1;0;0;2;0;0;0;1;1;1;0;0;0;1;0;2;0;0;0;1;0;2;0;0;0;1;0;2;0;0;0;1;1;1;0;0;1;0;0;2;0;0;0;1;13;244;0;0;249;8;0;0;150;107;0;0;49;208;0;0;113;144;0;0;10;247;0;0;0;257;0;0;92;165;0;0;70;187;0;0;8;249;0;0
250400925000004;1;319;9;236;1;47;0;26;200;45;41;7;15;11;118;127;33;15;10;16;48;197;12;36;3;23;122;123;33;15;10;16;0;245;0;48;0;26;0;245;0;48;0;26;24;221;5;43;4;22;55;190;8;40;5;21;53;192;13;35;8;18;10;302;0;0;256;56;0;0;159;153;0;0;63;249;0;0;163;149;0;0;0;312;0;0;0;312;0;0;30;282;0;0;67;245;0;0;74;238;0;0;0;49;0;1;0;7;45;4;1;0;4;3;38;11;1;0;2;5;17;32;1;0;0;7;39;10;1;0;2;5;0;49;0;1;0;7;0;49;0;1;0;7;6;43;0;1;1;6;2;47;0;1;0;7;12;37;0;1;1;6;10;203;0;93;171;42;81;12;107;106;51;42;29;184;34;59;107;106;55;38;0;213;0;93;0;213;0;93;25;188;4;89;55;158;9;84;54;159;18;75
250400925000005;1;144;0;109;0;32;0;2;109;0;32;0;2;0;109;0;32;0;2;0;109;0;32;0;2;0;109;0;32;0;2;0;0;109;0;32;0;2;0;109;0;32;0;2;107;2;31;1;2;0;58;51;13;19;2;0;0;109;0;32;0;2;0;143;0;0;143;0;0;0;143;0;0;0;143;0;0;0;143;0;0;0;0;143;0;0;0;143;0;0;140;3;0;0;73;70;0;0;0;143;0;0;0;84;0;0;0;0;84;0;0;0;0;0;84;0;0;0;0;0;84;0;0;0;0;0;84;0;0;0;0;0;0;84;0;0;0;0;0;84;0;0;0;0;82;2;0;0;0;0;45;39;0;0;0;0;0;84;0;0;0;0;0;144;0;0;144;0;0;0;144;0;0;0;144;0;0;0;144;0;0;0;0;144;0;0;0;144;0;0;141;3;0;0;74;70;0;0;0;144;0;0
250400925000006;8;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000007;4;51;0;46;0;4;0;1;37;9;3;1;1;0;5;41;0;4;0;1;0;46;0;4;0;1;0;46;0;4;0;1;0;46;0;4;0;1;0;46;0;4;0;1;32;14;3;1;0;1;10;36;1;3;0;1;11;35;2;2;0;1;0;51;0;0;41;10;0;0;5;46;0;0;0;51;0;0;0;51;0;0;0;51;0;0;0;51;0;0;35;16;0;0;11;40;0;0;13;38;0;0;0;0;0;2;0;1;0;0;2;0;1;0;0;0;1;1;0;1;0;0;0;2;0;1;0;0;0;2;0;1;0;0;0;2;0;1;0;0;0;2;0;1;0;0;1;1;1;0;0;0;0;2;0;1;0;0;0;2;0;1;0;48;0;0;40;8;0;0;5;43;0;0;0;48;0;0;0;48;0;0;0;48;0;0;0;48;0;0;32;16;0;0;10;38;0;0;11;37;0;0
250400925000008;8;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000009;8;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000010;8;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000011;8;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000012;8;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000013;8;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000014;8;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000015;5;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000016;4;362;4;310;0;21;0;27;286;28;20;1;24;3;16;298;1;20;2;25;0;314;0;21;0;27;12;302;0;21;0;27;0;314;0;21;0;27;0;314;0;21;0;27;132;182;10;11;14;13;107;207;8;13;6;21;185;129;8;13;14;13;4;342;0;0;316;30;0;0;18;328;0;0;0;346;0;0;11;335;0;0;0;346;0;0;0;346;0;0;150;196;0;0;115;231;0;0;197;149;0;0;0;1;0;2;0;3;1;0;2;0;3;0;0;1;0;2;0;3;0;1;0;2;0;3;0;1;0;2;0;3;0;1;0;2;0;3;0;1;0;2;0;3;0;1;0;2;2;1;0;1;0;2;0;3;1;0;0;2;2;1;0;151;0;76;144;7;70;6;0;151;1;75;0;151;0;76;0;151;0;76;0;151;0;76;0;151;0;76;81;70;43;33;29;122;37;39;63;88;44;32
250400925000017;5;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250400925000018;1;234;22;134;5;61;1;11;153;3;65;1;12;0;50;106;18;48;5;7;76;80;29;37;5;7;50;106;18;48;5;7;8;148;8;58;0;12;0;156;0;66;0;12;103;53;41;25;10;2;14;142;2;64;0;12;6;150;6;60;1;11;28;206;0;0;230;4;0;0;73;161;0;0;110;124;0;0;73;161;0;0;16;218;0;0;0;234;0;0;154;80;0;0;16;218;0;0;13;221;0;0;8;60;0;2;0;0;66;2;2;0;0;0;46;22;1;1;0;0;57;11;1;1;0;0;46;22;1;1;0;0;8;60;0;2;0;0;0;68;0;2;0;0;60;8;2;0;0;0;1;67;0;2;0;0;0;68;0;2;0;0;27;203;0;0;226;4;0;0;73;157;0;0;108;122;0;0;73;157;0;0;16;214;0;0;0;230;0;0;151;79;0;0;16;214;0;0;12;218;0;0
250400925000019;1;266;2;151;1;84;1;9;136;17;82;3;10;0;132;21;83;2;10;0;110;43;72;13;8;2;132;21;83;2;10;0;4;149;0;85;0;10;0;153;0;85;0;10;90;63;47;38;5;5;5;148;0;85;0;10;5;148;0;85;0;10;4;236;0;0;228;12;0;0;224;16;0;0;189;51;0;0;224;16;0;0;3;237;0;0;0;240;0;0;138;102;0;0;3;237;0;0;3;237;0;0;1;104;2;68;0;5;102;3;67;3;1;4;104;1;67;3;0;5;90;15;56;14;0;5;104;1;67;3;0;5;0;105;2;68;0;5;0;105;0;70;0;5;56;49;43;27;0;5;0;105;0;70;4;1;0;105;0;70;4;1;4;227;0;8;219;12;5;3;221;10;4;4;186;45;4;4;221;10;4;4;3;228;0;8;0;231;0;8;138;93;4;4;0;231;1;7;0;231;1;7
250400925000020;1;175;25;101;9;23;6;11;126;0;31;1;16;1;113;13;31;1;16;1;104;22;29;3;12;5;117;9;30;2;13;4;3;123;0;32;0;17;0;126;0;32;0;17;126;0;32;0;15;2;19;107;12;20;4;13;0;126;0;32;0;17;40;134;0;0;172;2;0;0;160;14;0;0;145;29;0;0;160;14;0;0;3;171;0;0;0;174;0;0;172;2;0;0;35;139;0;0;0;174;0;0;19;69;15;56;0;0;88;0;69;2;0;0;84;4;65;6;0;0;77;11;57;14;0;0;83;5;66;5;0;0;1;87;2;69;0;0;0;88;0;71;0;0;86;2;71;0;0;0;9;79;20;51;0;0;0;88;0;71;0;0;40;134;0;0;173;1;0;0;159;15;0;0;144;30;0;0;160;14;0;0;3;171;0;0;0;174;0;0;172;2;0;0;35;139;0;0;0;174;0;0
250403305000001;1;199;102;72;7;10;4;4;167;7;17;0;8;0;151;23;13;4;8;0;0;174;0;17;0;8;151;23;14;3;8;0;17;157;1;16;0;8;0;174;0;17;0;8;58;116;4;13;0;8;89;85;9;8;4;4;5;169;0;17;0;8;91;72;22;14;159;4;33;3;140;23;32;4;0;163;0;36;141;22;32;4;18;145;0;36;0;163;0;36;39;124;23;13;78;85;24;12;2;161;3;33;26;29;0;0;0;0;55;0;0;0;0;0;55;0;0;0;0;0;0;55;0;0;0;0;54;1;0;0;0;0;3;52;0;0;0;0;0;55;0;0;0;0;13;42;0;0;0;0;13;42;0;0;0;0;0;55;0;0;0;0;105;81;0;0;183;3;0;0;163;23;0;0;0;186;0;0;164;22;0;0;18;168;0;0;0;186;0;0;57;129;0;0;96;90;0;0;1;185;0;0
250403305000002;1;179;36;115;5;14;4;5;130;21;16;3;8;1;102;49;11;8;7;2;0;151;0;19;0;9;102;49;11;8;7;2;0;151;0;19;0;9;0;151;0;19;0;9;24;127;2;17;1;8;0;151;0;19;0;9;0;151;0;19;0;9;23;115;12;11;121;17;18;5;100;38;9;14;0;138;0;23;100;38;9;14;0;138;0;23;0;138;0;23;25;113;2;21;0;138;0;23;0;138;0;23;0;0;0;1;0;2;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;2;0;0;0;1;1;1;0;0;0;1;0;2;0;0;0;1;0;2;0;0;0;1;0;2;0;0;0;1;0;2;0;0;0;1;0;2;35;104;0;2;127;12;1;1;106;33;0;2;0;139;0;2;106;33;0;2;0;139;0;2;0;139;0;2;27;112;0;2;0;139;0;2;0;139;0;2
250403305000003;8;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250403305000004;1;158;18;120;1;11;0;8;118;20;12;0;7;1;68;70;5;7;4;4;21;117;0;12;3;5;69;69;5;7;4;4;33;105;4;8;1;7;0;138;0;12;0;8;83;55;10;2;4;4;41;97;6;6;1;7;13;125;2;10;0;8;16;90;3;25;94;12;22;6;72;34;3;25;22;84;2;26;72;34;4;24;35;71;1;27;0;106;0;28;81;25;11;17;38;68;6;22;7;99;6;22;0;4;0;0;1;12;4;0;0;0;10;3;4;0;0;0;2;11;0;4;0;0;0;13;4;0;0;0;2;11;4;0;0;0;1;12;0;4;0;0;0;13;4;0;0;0;3;10;4;0;0;0;2;11;0;4;0;0;1;12;0;0;8;65;0;0;73;0;0;0;69;4;0;0;23;50;0;0;69;4;0;0;37;36;0;0;0;73;0;0;68;5;0;0;38;35;0;0;2;71
250403305000005;1;214;41;151;5;11;2;4;162;30;16;0;5;1;77;115;9;7;2;4;0;192;0;16;0;6;77;115;9;7;2;4;0;192;0;16;0;6;0;192;0;16;0;6;42;150;2;14;1;5;22;170;2;14;0;6;10;182;0;16;0;6;48;144;0;16;167;25;14;2;82;110;6;10;0;192;0;16;82;110;6;10;0;192;0;16;0;192;0;16;40;152;5;11;21;171;1;15;10;182;0;16;0;7;2;2;2;5;4;3;4;0;6;1;2;5;0;4;3;4;0;7;0;4;0;7;2;5;0;4;3;4;0;7;0;4;0;7;0;7;0;4;0;7;1;6;0;4;0;7;1;6;0;4;0;7;0;7;0;4;0;7;42;131;0;0;156;17;0;0;87;86;0;0;0;173;0;0;87;86;0;0;0;173;0;0;0;173;0;0;45;128;0;0;19;154;0;0;6;167;0;0
250403305000006;1;158;45;98;0;6;4;5;133;10;6;0;8;1;51;92;3;3;2;7;5;138;0;6;0;9;51;92;3;3;2;7;0;143;0;6;0;9;10;133;0;6;0;9;62;81;2;4;3;6;9;134;1;5;1;8;5;138;0;6;0;9;48;99;0;2;139;8;2;0;53;94;0;2;4;143;0;2;53;94;0;2;0;147;0;2;9;138;0;2;64;83;0;2;11;136;0;2;4;143;1;1;5;5;0;0;0;4;8;2;0;0;3;1;2;8;0;0;0;4;0;10;0;0;0;4;2;8;0;0;0;4;0;10;0;0;0;4;0;10;0;0;0;4;4;6;0;0;0;4;0;10;0;0;0;4;0;10;0;0;1;3;45;87;0;0;124;8;0;0;55;77;0;0;4;128;0;0;55;77;0;0;0;132;0;0;9;123;0;0;63;69;0;0;10;122;0;0;5;127;0;0
250403305000007;5;267;77;143;6;12;14;15;201;19;18;0;28;1;98;122;14;4;12;17;37;183;6;12;4;25;98;122;14;4;12;17;0;220;0;18;0;29;0;220;0;18;0;29;70;150;8;10;9;20;45;175;3;15;11;18;0;220;0;18;0;29;27;75;54;66;96;6;109;11;58;44;46;74;35;67;10;110;58;44;46;74;0;102;0;120;0;102;0;120;47;55;30;90;12;90;34;86;0;102;0;120;2;0;0;0;0;1;2;0;0;0;1;0;2;0;0;0;1;0;0;2;0;0;0;1;2;0;0;0;1;0;0;2;0;0;0;1;0;2;0;0;0;1;0;2;0;0;1;0;0;2;0;0;0;1;0;2;0;0;0;1;0;1;80;118;1;0;189;9;1;0;103;95;1;0;40;158;1;0;103;95;0;1;0;198;0;1;0;198;1;0;70;128;0;1;32;166;0;1;0;198
250403315000001;1;172;50;84;10;10;11;6;129;5;19;1;17;0;64;70;13;7;5;12;0;134;0;20;0;17;64;70;13;7;5;12;22;112;3;17;1;16;0;134;0;20;0;17;20;114;4;16;4;13;40;94;12;8;5;12;0;134;0;20;0;17;20;59;38;34;79;0;66;6;67;12;11;61;0;79;0;72;67;12;11;61;19;60;6;66;0;79;0;72;0;79;21;51;32;47;19;53;0;79;0;72;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;1;50;63;1;0;113;0;1;0;67;46;0;1;0;113;1;0;67;46;0;1;23;90;0;1;0;113;0;1;23;90;0;1;41;72;0;1;0;113
250403315000002;8;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250407405000001;1;230;78;108;10;18;7;9;186;0;28;0;16;0;155;31;26;2;15;1;145;41;26;2;15;1;186;0;28;0;16;0;0;186;0;28;0;16;0;186;0;28;0;16;179;7;28;0;15;1;0;186;0;28;0;16;0;186;0;28;0;16;95;135;0;0;230;0;0;0;196;34;0;0;186;44;0;0;230;0;0;0;0;230;0;0;0;230;0;0;222;8;0;0;0;230;0;0;0;230;0;0;4;7;91;124;0;4;11;0;215;0;4;0;10;1;184;31;2;2;10;1;176;39;0;4;11;0;215;0;4;0;0;11;0;215;0;4;0;11;0;215;0;4;10;1;209;6;3;1;0;11;0;215;0;4;0;11;0;215;0;4;95;135;0;0;230;0;0;0;196;34;0;0;186;44;0;0;230;0;0;0;0;230;0;0;0;230;0;0;222;8;0;0;0;230;0;0;0;230;0;0
250407405000002;1;161;96;44;8;3;6;3;134;6;10;1;9;0;133;7;10;1;9;0;132;8;10;1;9;0;133;7;10;1;9;0;0;140;0;11;0;9;28;112;0;11;3;6;135;5;8;3;8;1;0;140;0;11;0;9;0;140;0;11;0;9;108;51;0;0;153;6;0;0;152;7;0;0;151;8;0;0;152;7;0;0;0;159;0;0;30;129;0;0;149;10;0;0;0;159;0;0;0;159;0;0;89;51;0;0;2;0;133;7;0;0;2;0;132;8;0;0;2;0;131;9;0;0;2;0;132;8;0;0;2;0;0;140;0;0;0;2;11;129;0;0;1;1;130;10;0;0;2;0;0;140;0;0;0;2;0;140;0;0;0;2;107;51;3;0;152;6;2;1;151;7;2;1;150;8;2;1;151;7;2;1;0;158;0;3;29;129;2;1;148;10;3;0;0;158;0;3;0;158;0;3
250407405000003;8;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250407405000004;8;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250407405000005;8;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
