Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
250460316000001;1;120;1;1;2;1;4;2;4;1;2;1;4;4;2;5;3;3;4;3;6;5;3;1;3;1;3;4;6;3;2;3;0;0;3;2;0;2;4;0;2;2;1;1;1;1;1;2;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;30;27;38;2;1;7;6;0;
250460316000002;1;141;0;1;2;5;3;1;1;2;4;3;4;2;3;5;8;3;6;3;3;2;1;3;4;2;5;1;5;2;1;3;2;1;3;3;2;2;2;4;0;5;3;2;2;1;3;1;1;0;0;3;2;0;3;0;0;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;45;27;36;1;2;2;10;0;
250460316000003;1;165;2;3;5;4;1;6;4;4;0;2;2;1;5;2;7;1;3;1;2;2;1;5;3;3;4;4;7;1;4;3;6;2;4;4;1;2;2;2;1;3;1;6;2;2;2;2;0;2;1;1;1;2;3;1;1;2;2;1;0;1;3;1;1;0;1;2;1;0;1;0;0;1;0;0;1;1;50;35;36;5;4;1;6;3;
250460316000004;1;26;0;0;0;0;0;1;1;0;2;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;1;2;0;1;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;8;7;1;0;2;0;0;
250460316000005;1;18;0;0;0;0;0;1;0;0;0;1;0;2;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;7;0;0;0;0;0;
250460316000006;1;163;1;3;1;1;3;9;4;3;11;7;5;6;6;3;5;0;5;5;3;3;3;4;1;5;0;2;2;2;3;7;5;0;2;1;3;2;1;3;1;2;4;3;1;1;2;1;1;0;1;1;4;2;0;1;0;2;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;45;37;61;1;3;1;6;0;
250460316000007;1;379;1;1;6;8;4;6;11;11;9;10;7;8;6;7;12;9;6;10;10;4;8;5;10;3;11;8;6;7;4;9;4;6;6;3;4;8;7;7;7;4;4;3;2;7;2;2;2;7;6;9;3;5;3;6;4;3;3;6;2;2;6;1;4;1;3;2;1;0;1;1;1;1;0;0;2;1;109;66;138;4;17;3;19;0;
250460316000008;1;191;0;0;1;3;4;3;5;6;4;6;6;6;1;10;5;2;3;4;2;5;4;5;3;3;3;3;3;4;2;6;2;4;1;6;0;5;4;2;5;9;3;2;2;1;1;3;2;1;3;2;2;1;1;1;2;0;0;3;1;0;0;3;0;0;1;0;1;0;1;1;0;1;0;0;0;2;59;43;60;3;4;3;6;1;
250460316000009;1;269;2;4;4;5;7;7;7;5;8;8;11;5;6;5;5;5;3;3;5;9;6;2;8;6;10;3;6;5;1;9;3;5;4;8;4;2;1;6;5;4;4;1;0;6;0;3;2;1;0;4;2;2;2;4;2;4;1;1;2;1;0;1;3;4;1;0;0;1;0;2;2;1;0;0;0;0;85;63;69;3;14;0;11;2;
250470205000001;1;474;3;5;6;10;9;8;8;7;10;8;9;18;9;11;11;9;10;11;9;8;8;12;6;8;8;9;8;5;8;12;9;7;3;5;9;11;9;11;3;10;2;5;5;4;3;7;8;3;4;5;5;2;1;4;4;5;3;7;6;2;3;1;4;0;2;3;0;2;0;5;1;5;2;2;2;17;149;95;132;4;28;7;21;3;
250470205000002;1;685;0;2;7;14;20;16;16;20;15;15;18;14;17;23;18;14;20;19;18;14;15;16;15;18;12;11;8;6;17;14;10;11;12;15;9;6;6;16;6;6;5;11;15;15;6;10;4;0;9;6;3;1;4;5;5;8;2;4;0;3;2;1;0;5;0;2;2;3;1;6;3;0;0;1;0;14;233;130;217;10;18;13;21;0;
250470205000003;1;838;1;4;4;23;15;20;23;29;25;26;31;21;18;20;23;14;14;20;15;20;17;16;20;16;8;23;16;20;13;26;16;21;11;16;8;8;13;17;11;12;14;6;11;7;6;7;5;6;7;12;4;5;2;5;6;2;2;4;6;3;5;2;4;2;3;2;3;0;3;4;1;1;0;2;6;6;266;184;289;5;21;6;18;0;
250470205000004;8;182;0;1;3;2;0;5;8;6;6;7;13;4;6;6;5;7;5;3;2;0;4;2;2;4;2;2;3;3;2;1;2;2;4;2;2;1;2;3;1;1;3;2;0;0;4;5;1;3;2;1;1;0;0;2;2;0;1;0;0;1;0;2;2;2;1;2;1;1;0;0;2;1;0;0;0;6;47;42;79;2;2;0;4;0;
250470205000005;8;173;0;1;0;3;6;5;2;7;9;7;6;4;5;4;5;8;3;4;6;2;5;1;2;1;2;3;2;2;1;3;1;3;3;0;1;3;1;5;2;1;0;3;3;3;4;1;3;1;0;3;0;4;1;0;0;1;1;1;1;2;1;2;0;0;1;1;0;0;3;1;0;0;1;1;1;0;39;42;67;1;5;1;8;0;
250470205000006;8;143;0;0;2;1;0;7;2;3;3;5;6;3;2;4;3;2;3;1;6;1;1;0;0;0;2;2;4;4;2;4;2;3;2;1;0;3;1;3;3;2;2;2;5;0;1;3;1;2;1;3;1;1;4;4;4;1;1;2;0;2;0;1;1;1;2;0;1;0;1;0;0;0;0;0;0;3;44;30;52;4;7;2;1;0;
250470205000007;8;287;0;2;1;7;4;6;7;10;6;13;14;8;9;9;7;5;5;4;5;6;7;4;8;3;1;5;4;7;4;3;4;6;6;6;4;2;4;3;4;5;5;1;3;1;6;0;0;2;2;2;1;3;1;2;0;3;2;3;1;3;5;2;1;0;0;3;2;2;3;3;0;2;1;0;0;4;83;65;94;4;12;4;9;1;
250470205000008;8;235;1;0;0;2;5;3;6;10;9;5;6;7;15;1;6;4;6;5;4;8;1;5;2;4;6;3;2;4;3;2;5;4;0;5;3;0;3;2;4;2;7;5;4;1;1;2;0;3;3;5;1;2;2;2;2;6;3;0;2;3;2;2;2;1;0;2;2;0;0;0;0;2;0;1;1;3;80;49;68;4;6;5;14;1;
250470205000009;4;40;0;1;2;1;2;1;1;0;0;1;1;1;2;1;0;0;0;0;0;1;0;0;0;3;3;0;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;3;13;7;9;1;1;0;3;0;
250480105000001;1;404;4;2;8;3;7;8;4;9;4;8;8;10;8;10;3;8;10;4;7;11;9;8;5;8;12;7;4;5;5;8;8;9;6;6;5;5;5;8;6;4;8;5;5;2;5;3;4;3;9;6;5;6;4;6;3;5;3;3;6;2;3;3;1;2;6;4;4;0;2;1;2;2;1;1;1;9;142;87;112;8;9;15;7;0;
250480105000002;1;470;0;2;2;13;13;11;5;11;15;14;10;12;14;14;15;10;11;12;10;15;16;10;13;9;9;13;8;14;5;9;8;6;5;9;4;7;4;13;1;4;6;6;4;6;3;3;3;5;1;2;3;2;3;2;3;3;4;3;2;1;8;2;1;0;0;1;1;3;2;1;0;1;0;0;2;7;133;98;165;3;16;7;12;1;
250480105000003;1;515;4;4;4;7;14;15;15;20;17;17;18;11;15;7;9;10;17;16;14;9;10;12;12;8;8;10;9;11;9;6;10;5;6;6;8;8;6;6;5;7;4;7;6;4;7;10;3;2;5;5;3;2;6;6;4;4;4;4;3;1;3;1;1;0;4;4;0;1;1;1;0;1;0;1;0;2;137;119;185;4;20;4;11;2;
250480105000004;1;731;2;5;7;4;6;14;10;18;19;13;8;15;9;16;18;17;11;23;14;14;19;18;10;21;10;12;12;13;13;8;5;14;14;9;8;5;3;8;8;16;12;15;13;16;8;8;12;11;14;16;5;6;7;7;8;8;3;5;5;6;8;3;7;0;5;5;6;5;3;2;3;0;1;3;1;25;235;155;243;6;23;13;25;2;
250480105000005;1;593;1;3;14;6;22;18;19;20;12;14;15;14;10;15;11;12;13;9;9;16;14;8;8;15;11;9;9;8;12;8;8;10;10;9;8;8;10;2;2;8;7;13;12;10;8;6;2;8;7;2;1;8;3;4;4;7;6;3;3;1;4;5;5;3;2;2;0;2;1;3;5;4;0;4;0;8;152;111;231;3;23;8;16;0;
250480105000006;1;434;2;3;8;13;8;16;8;9;13;8;10;9;4;8;5;9;7;13;13;10;10;13;9;9;10;5;9;6;5;3;6;6;8;5;4;4;3;5;7;9;6;3;4;11;2;6;2;3;2;4;5;6;8;4;2;3;7;3;3;2;4;3;2;2;3;2;2;3;3;4;3;1;0;0;0;4;129;87;140;5;21;8;9;1;
250480105000007;1;416;3;5;7;9;9;12;15;12;10;15;16;11;9;12;18;7;12;9;12;13;13;11;10;3;10;7;8;9;4;2;7;2;2;4;3;7;3;5;2;7;2;3;5;5;4;4;3;3;4;2;2;1;0;2;1;3;4;1;2;3;4;1;2;0;3;0;2;2;1;2;0;1;2;1;2;4;107;82;160;4;13;7;9;0;
250480105000008;1;272;0;1;1;6;9;11;10;2;11;6;12;3;9;8;13;11;8;5;7;6;6;3;11;9;4;4;3;4;6;6;5;0;2;3;5;1;2;4;2;2;2;1;1;0;3;4;3;3;4;2;0;2;1;1;0;6;0;2;0;1;1;3;0;4;0;1;1;1;2;0;0;0;0;0;0;2;64;52;108;2;18;0;9;1;
250480105000009;8;73;0;1;2;2;2;3;3;2;3;1;2;1;2;1;1;5;1;1;4;4;5;0;0;3;2;2;1;3;0;0;1;0;0;1;3;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;16;19;29;0;1;0;1;0;
250480105000010;8;271;0;1;3;1;6;4;9;12;11;10;7;14;9;7;13;13;9;10;9;8;5;10;9;1;3;3;3;0;2;2;5;4;2;4;2;2;4;2;2;2;1;1;4;2;4;2;3;3;1;1;1;1;3;1;3;1;1;3;1;1;0;1;0;2;1;1;1;0;0;2;0;0;0;0;0;2;48;71;129;2;5;1;4;0;
250480105000011;8;626;2;2;5;8;16;12;18;23;29;41;21;24;23;16;18;20;20;18;13;15;16;13;14;15;6;12;11;9;3;9;8;11;8;6;4;5;9;3;6;7;4;8;5;5;6;7;4;4;6;4;3;11;5;2;1;3;2;1;2;3;1;3;5;1;0;0;2;0;3;2;2;0;0;0;1;1;122;152;286;1;19;0;7;0;
250480105000012;8;558;2;4;6;9;11;17;10;18;18;19;17;19;19;18;19;22;14;13;9;13;12;14;6;10;14;11;8;5;8;4;5;6;7;4;9;4;5;5;12;7;10;8;6;1;4;5;8;8;5;3;5;4;4;6;5;3;0;4;4;7;3;2;2;0;1;2;1;1;3;2;0;1;1;2;1;3;106;140;243;4;17;4;10;1;
250480105000013;8;396;2;0;1;6;9;11;13;16;18;25;12;14;7;5;13;8;9;7;9;10;15;10;12;8;10;9;7;9;1;8;6;6;3;1;1;4;4;3;2;1;3;6;8;2;1;7;2;4;3;2;0;0;1;5;2;0;4;1;3;2;2;1;2;5;2;4;0;1;2;0;1;1;0;2;0;2;79;101;176;0;8;1;8;2;
250480105000014;8;172;0;1;2;4;6;2;5;7;6;11;10;13;7;10;6;7;4;6;4;4;2;2;1;3;2;1;1;0;1;3;2;0;4;2;1;0;1;2;1;0;2;1;3;2;1;3;1;1;1;0;2;0;0;1;0;0;0;1;1;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;1;2;25;36;93;2;3;0;0;0;
250480105000015;1;759;4;9;15;15;10;22;13;17;22;26;13;13;15;19;14;16;9;15;18;11;19;6;20;12;13;12;11;12;8;10;13;11;21;14;13;11;18;9;11;7;10;6;23;12;10;5;6;7;7;10;4;12;4;5;3;7;7;2;4;5;1;7;3;8;5;11;1;0;7;2;3;3;0;3;0;9;233;172;255;6;14;7;9;6;
250480105000016;1;589;4;4;14;11;18;23;21;20;23;17;20;14;11;13;15;15;15;15;14;13;13;8;12;14;17;15;17;14;11;8;7;9;15;9;8;10;5;6;7;8;7;7;5;2;3;4;4;3;5;0;2;3;4;1;1;3;1;2;1;1;0;0;1;0;3;3;1;0;0;0;2;1;0;2;0;4;155;136;214;4;15;3;11;0;
250480105000017;1;392;1;4;5;6;10;8;11;10;10;15;14;25;11;12;10;16;6;9;4;7;10;9;6;8;7;7;5;8;5;9;14;6;2;2;3;4;4;7;4;6;6;5;4;3;3;4;2;2;3;1;3;3;0;1;1;3;1;2;1;0;1;2;2;1;3;1;2;0;1;1;1;0;1;1;0;7;114;79;141;5;17;1;8;0;
250480105000018;1;439;0;3;8;4;15;13;16;16;9;13;11;12;17;16;9;11;11;11;13;15;11;9;6;6;12;10;7;8;3;6;8;11;5;3;3;11;1;5;7;6;11;5;3;6;2;3;3;4;3;3;2;2;3;0;1;3;3;2;1;1;0;3;1;0;0;3;1;2;0;1;0;1;0;2;0;3;113;88;154;4;28;5;17;0;
250480105000019;1;587;0;4;5;11;11;19;14;28;25;33;22;21;20;24;16;19;16;13;22;30;15;14;6;14;9;7;7;9;5;9;11;10;5;1;6;4;5;4;4;5;0;9;4;5;3;5;4;4;6;1;3;1;3;4;0;3;1;2;3;1;4;0;1;1;0;2;1;0;1;3;2;0;0;0;0;7;140;117;246;2;29;3;16;2;
250480105000020;1;441;4;7;10;9;9;8;6;9;13;14;22;10;13;19;15;8;12;11;14;9;13;9;5;5;8;7;7;7;6;5;6;2;6;6;7;8;7;10;3;4;5;8;6;3;5;5;2;5;2;4;5;5;0;1;1;4;0;2;5;0;0;2;2;3;2;0;0;0;1;2;2;1;0;1;1;3;118;90;158;3;23;2;8;0;
250480105000021;1;271;1;2;8;6;4;6;7;8;8;6;6;8;8;12;6;7;10;3;14;9;8;4;3;4;7;5;7;5;9;8;6;2;4;3;0;5;1;2;3;4;1;2;1;3;2;2;0;1;2;1;1;1;0;3;1;2;2;1;0;0;1;2;1;1;0;2;0;1;0;2;2;1;0;1;0;2;74;63;89;0;15;4;5;0;
250485005000001;1;593;2;4;9;11;10;7;9;7;12;8;10;14;13;9;6;16;20;13;13;14;17;23;12;12;13;8;11;3;14;5;14;10;7;7;8;10;9;15;5;10;7;12;4;10;7;7;1;10;7;5;4;2;2;3;3;7;5;6;7;5;7;4;4;1;1;3;2;0;1;1;1;3;0;4;1;26;208;152;158;7;14;3;13;1;
250485005000002;8;362;5;3;10;1;3;10;9;6;7;10;9;14;8;7;9;12;9;7;10;5;7;7;5;5;5;2;5;7;8;4;4;3;4;7;4;11;4;5;12;3;2;4;7;9;5;4;3;1;2;1;2;1;3;2;3;5;2;4;3;2;2;3;5;0;5;3;0;1;4;1;1;3;1;0;0;2;100;79;134;4;15;3;5;0;
250485005000003;8;148;0;0;2;1;2;4;4;8;4;6;4;3;7;4;3;2;2;5;2;4;1;1;5;1;0;2;4;3;1;3;2;3;3;4;0;2;2;4;1;0;1;1;1;3;1;2;4;0;1;1;1;1;1;2;2;2;0;0;2;1;0;1;0;2;2;1;0;0;0;2;0;1;1;0;0;2;42;36;55;0;6;2;1;0;
250485005000004;8;232;1;3;4;5;4;4;2;4;8;4;9;5;7;5;10;3;1;3;7;1;4;6;2;3;5;0;5;2;2;4;4;4;2;3;6;4;3;4;6;1;5;2;3;5;1;4;3;0;4;2;3;3;0;2;2;1;0;1;1;2;1;3;2;2;1;3;2;3;1;2;1;1;1;1;0;4;64;56;76;2;8;2;6;0;
250490005000001;1;494;3;9;7;8;11;8;12;11;14;12;15;7;8;11;13;10;13;10;11;12;15;10;10;10;10;15;7;12;5;5;5;12;8;4;13;6;11;4;8;7;5;7;8;2;2;2;5;7;7;3;4;4;5;1;7;7;5;2;4;0;5;0;3;1;1;1;2;2;2;0;2;1;2;0;0;3;125;84;159;5;26;9;28;0;
250490005000002;1;903;3;9;32;16;29;30;17;23;31;22;35;25;23;22;20;16;26;23;20;17;19;21;17;27;19;26;28;15;15;11;18;12;20;21;12;13;13;11;6;15;10;12;10;6;8;7;4;5;5;5;4;3;1;3;2;2;3;3;2;0;3;6;3;1;2;3;0;1;0;2;2;2;1;0;1;3;241;176;297;2;52;11;35;0;
250490005000003;1;1275;6;17;22;31;28;23;36;31;25;33;34;37;28;35;26;25;29;26;30;22;28;30;36;33;30;32;26;17;23;33;29;18;19;25;18;28;19;20;18;20;17;20;17;19;8;13;14;14;8;7;9;5;1;6;4;5;2;0;1;6;3;2;4;3;3;6;4;1;3;4;1;2;1;5;1;10;372;273;412;10;31;12;57;0;
250490005000004;3;1071;2;7;15;19;29;33;34;35;42;34;42;41;23;35;15;26;33;29;29;20;26;23;27;29;34;27;25;18;18;16;25;16;24;13;15;16;19;6;16;9;9;6;10;8;7;5;4;4;6;6;5;6;2;4;4;5;4;0;2;4;2;3;2;1;0;0;3;0;1;2;2;3;1;1;0;4;254;236;384;5;76;9;35;0;
250490005000005;3;868;2;4;8;25;25;23;33;36;42;35;37;29;30;19;21;25;25;18;29;16;17;26;20;23;23;13;13;20;15;12;19;14;9;16;12;11;4;9;8;8;2;9;9;2;6;7;5;3;4;1;4;3;1;1;3;6;2;5;1;4;1;3;1;0;0;0;1;0;2;2;1;1;0;0;0;4;194;146;333;6;64;10;46;4;
250490005000006;8;341;1;2;3;4;14;12;5;23;9;13;10;12;8;14;5;13;7;10;10;8;9;12;5;11;4;8;4;7;8;8;6;6;8;4;6;3;7;2;2;1;0;3;3;2;4;3;0;2;1;0;2;0;0;2;1;1;0;0;3;2;2;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;77;68;129;1;26;3;12;0;
250490005000007;8;451;0;4;4;9;7;17;9;10;12;12;9;15;13;21;8;8;10;12;13;9;8;15;7;16;9;4;10;5;6;9;10;7;12;10;11;7;6;4;5;3;6;3;6;3;8;3;3;2;3;1;0;1;4;0;1;6;6;1;2;4;3;1;0;2;1;1;0;3;2;0;0;2;0;1;0;6;90;85;176;1;38;12;24;0;
250490005000008;8;186;0;4;3;2;8;4;3;8;8;5;11;6;9;2;7;7;4;6;4;4;2;9;3;5;3;2;3;2;2;2;2;1;5;2;3;4;2;4;1;1;0;1;3;3;1;1;1;1;1;3;0;2;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;23;30;74;1;27;2;12;0;
250490005000009;8;269;1;2;1;4;10;9;6;8;6;7;5;9;9;6;9;6;8;9;5;6;5;8;5;8;9;3;5;10;3;5;4;5;5;3;1;6;3;2;1;5;1;5;3;4;0;3;3;2;0;2;1;1;1;0;1;4;1;4;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;2;71;68;81;1;9;7;13;0;
250490005000010;8;196;1;3;2;3;3;4;6;11;9;8;11;9;7;13;6;6;4;8;6;4;2;4;3;5;5;3;3;0;1;1;3;3;2;2;1;2;3;1;0;0;1;4;3;0;1;0;3;1;1;2;0;3;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;1;1;1;0;0;0;1;26;22;111;3;13;0;9;0;
250490005000011;8;663;8;8;8;7;17;20;26;19;25;24;17;18;17;22;24;23;21;16;14;8;12;14;16;9;13;13;9;9;10;10;9;13;8;14;8;4;14;7;7;12;4;5;5;2;10;5;5;3;4;6;3;9;6;2;1;3;4;5;1;1;6;1;1;3;0;0;1;2;1;0;1;1;3;2;0;4;154;138;245;2;38;4;32;0;
250490005000012;8;352;1;5;3;9;11;13;12;17;16;7;13;5;10;7;11;10;15;7;9;14;8;12;10;7;6;10;8;7;3;10;4;4;1;3;3;7;2;7;3;3;5;4;1;4;4;1;0;2;2;1;1;0;2;3;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;76;69;142;1;20;0;15;0;
250490005000013;8;29;0;0;1;1;1;2;2;2;1;1;1;0;0;1;1;1;1;2;1;0;2;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;13;0;2;0;1;0;
250490005000014;8;425;2;1;6;12;6;24;14;17;12;18;22;16;13;14;10;15;13;12;7;19;9;8;12;10;2;10;8;10;8;8;7;6;4;3;4;4;5;5;1;4;4;3;2;1;1;3;3;0;3;4;3;2;4;0;1;1;1;1;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;74;75;185;3;36;4;19;1;
250490005000015;8;89;0;1;2;1;3;2;3;2;2;3;5;3;2;7;4;4;4;2;3;0;3;4;1;2;0;1;1;4;0;3;1;0;0;0;0;0;1;1;0;2;0;4;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;14;46;0;3;0;7;0;
250490005000016;8;653;4;2;7;15;13;21;15;26;23;20;21;26;23;19;25;15;25;15;19;15;14;14;16;14;6;15;10;14;8;13;12;8;9;10;12;11;8;7;9;3;6;5;5;3;2;8;6;4;3;5;1;2;1;1;2;1;2;2;0;2;3;4;6;0;2;3;1;0;0;1;2;0;0;0;1;7;120;131;285;0;32;5;39;0;
250490005000017;1;205;1;2;6;3;3;5;3;2;5;6;5;6;7;2;4;3;3;4;7;3;5;4;5;4;5;1;3;5;7;3;1;3;2;3;3;4;4;4;2;1;2;1;4;3;1;4;2;3;0;3;1;1;2;0;2;7;2;3;4;0;0;0;0;3;1;0;0;1;0;1;2;0;0;1;1;1;50;43;74;2;9;2;10;0;
250490005000018;5;165;0;1;5;5;4;6;8;7;4;8;2;10;8;3;6;4;3;5;2;8;8;3;2;3;2;4;4;2;1;3;3;2;4;1;2;2;0;1;1;5;2;0;1;0;1;0;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;31;33;74;0;6;0;5;0;
250490005000019;5;345;0;1;5;3;5;6;14;13;13;9;13;9;15;14;10;15;13;12;14;10;9;10;10;3;3;7;8;5;0;2;3;6;3;7;6;2;2;2;2;3;3;3;5;5;3;1;0;1;6;4;2;5;0;0;1;3;1;0;1;3;1;0;0;1;1;1;2;1;0;0;1;1;0;1;0;1;79;67;148;1;11;6;15;2;
250490005000020;5;463;1;2;4;10;8;18;15;17;20;14;16;18;17;6;18;15;12;13;10;12;8;17;13;9;8;12;13;9;14;4;7;7;1;3;8;9;6;1;4;3;4;9;3;3;3;6;5;2;0;4;2;2;1;0;0;1;0;0;0;0;1;4;1;2;1;1;0;0;1;1;0;0;1;0;0;3;103;97;193;0;25;1;19;0;
250490005000021;5;547;1;9;11;24;18;13;14;23;11;17;11;12;13;9;19;10;16;16;14;18;16;14;18;18;14;13;17;9;11;13;10;5;8;8;5;3;4;5;5;8;3;6;4;4;4;5;4;4;4;2;0;2;2;1;1;3;0;0;0;0;0;0;2;0;0;1;3;0;0;3;1;0;0;1;1;3;135;117;167;2;25;6;28;0;
250500605000001;1;764;3;9;9;14;15;12;18;17;19;25;15;18;23;13;19;16;22;22;15;20;20;8;16;12;11;22;17;19;9;15;17;9;11;10;9;10;12;6;5;10;13;17;8;8;10;8;7;8;7;8;6;4;3;5;3;8;3;6;5;4;2;7;4;2;3;2;3;3;3;1;5;1;1;1;1;12;248;159;257;9;17;4;16;3;
250500605000002;1;510;0;7;4;14;18;23;13;13;9;16;12;12;7;18;10;16;18;14;20;14;14;7;8;13;13;13;7;8;9;11;5;7;6;8;3;4;11;5;9;4;0;7;7;3;3;3;2;5;5;4;4;3;1;2;1;1;5;1;2;3;2;2;3;5;4;0;0;1;1;0;0;0;0;0;1;6;149;104;177;4;18;4;10;0;
250500605000003;1;710;1;3;11;11;21;15;16;14;15;23;14;26;17;20;21;17;24;25;14;20;16;11;16;9;17;14;14;7;12;10;16;16;6;8;8;14;9;4;9;7;11;8;2;8;6;7;8;2;7;6;5;3;3;10;1;6;6;5;4;6;5;4;1;4;1;1;2;5;2;2;0;0;1;1;4;12;226;145;231;4;28;6;20;2;
250500605000004;1;466;4;11;6;11;13;15;16;20;13;8;17;11;10;22;11;12;18;15;10;13;17;13;15;12;9;7;2;6;7;6;4;12;3;7;3;5;4;5;6;5;2;4;1;3;1;0;1;4;3;0;1;1;0;1;2;2;1;3;4;4;2;1;0;1;1;2;1;1;1;4;1;1;0;0;1;7;115;92;176;4;20;5;8;0;
250500605000005;1;729;1;5;10;10;15;17;17;18;18;16;14;13;15;23;14;18;18;23;15;30;16;20;29;19;19;13;13;18;10;6;16;9;14;11;11;10;14;12;10;14;6;7;3;8;5;5;3;6;4;5;5;5;6;2;5;3;7;2;4;5;0;6;2;2;3;1;4;1;1;4;3;0;3;0;0;9;234;184;223;1;24;7;13;1;
250500605000006;8;490;0;1;8;5;11;13;18;16;16;20;16;14;8;14;18;8;12;25;13;15;10;6;15;16;12;7;14;8;8;4;8;8;5;4;5;4;4;6;7;5;9;2;5;4;4;1;4;2;3;4;5;2;2;3;2;6;4;1;1;1;3;0;1;0;0;2;1;1;1;0;0;1;0;2;0;6;132;99;191;4;26;1;11;0;
250500605000007;8;141;2;0;1;5;3;5;2;0;3;6;2;5;3;5;9;3;6;7;2;2;3;0;2;2;2;3;1;0;4;3;3;1;1;1;1;3;2;2;1;0;1;1;3;3;1;1;1;1;3;1;2;1;2;1;0;1;1;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;5;39;35;43;1;8;0;4;0;
250500605000008;8;341;0;3;5;9;6;8;11;5;14;14;7;11;10;6;5;9;7;9;6;6;4;4;8;5;8;5;10;6;2;5;3;2;2;8;3;6;5;6;8;5;4;5;3;6;3;6;3;6;1;2;2;3;3;3;1;1;2;4;2;3;2;0;1;1;3;2;1;0;3;2;0;2;0;0;1;4;80;85;129;3;9;3;8;0;
250500605000009;8;217;0;1;4;4;3;8;3;7;10;9;7;6;9;5;5;9;8;8;2;5;3;5;4;4;5;1;5;4;3;5;2;1;3;5;2;2;3;0;2;2;1;1;0;1;3;1;3;0;1;1;1;3;1;2;3;2;0;0;3;2;0;1;1;0;1;1;1;1;1;2;0;0;0;1;0;4;40;61;83;0;9;1;8;0;
250500605000010;8;64;0;0;0;2;2;1;3;3;4;2;4;1;2;3;3;1;3;2;2;1;1;0;1;0;1;2;0;1;0;1;1;0;0;1;0;1;1;1;1;2;1;0;2;0;0;2;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;23;0;3;0;4;0;
250500605000011;8;70;0;1;2;3;4;5;2;1;0;1;2;2;3;0;3;0;1;2;1;0;2;1;3;4;2;2;1;2;0;1;1;1;1;1;1;1;1;2;0;0;1;0;1;1;1;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;17;25;0;1;0;1;1;
250510505000001;1;291;0;4;4;0;4;3;6;4;0;2;0;1;4;6;3;3;6;3;2;10;4;6;4;8;10;4;3;4;5;7;3;5;3;5;4;1;3;5;4;6;5;3;3;4;5;5;4;6;5;4;2;3;2;5;2;1;2;3;3;4;4;1;1;3;1;3;2;1;3;3;1;2;2;3;2;29;102;57;73;8;10;9;13;0;
