Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
250180705000048;1;250;246;214;32;0;180;0;12;4;50;0;244;0;0;2;246;63;146;37;0;0;0;0;244;214;22;3;5;2;84;84;0;154;8;0;0;0;246;246;0;0;207;22;17;120;119;104;15;0;88;0;3;3;25;0;118;0;0;1;119;31;68;20;0;0;0;0;117;99;13;3;2;2;41;41;0;74;4;0;0;0;119;119;0;0;102;10;7;130;127;110;17;0;92;0;9;1;25;0;126;0;0;1;127;32;78;17;0;0;0;0;127;115;9;0;3;0;43;43;0;80;4;0;0;0;127;127;0;0;105;12;10
250180705000049;1;1232;1232;1223;0;5;1007;21;193;3;8;0;1216;16;0;0;1232;9;1205;14;0;0;4;0;1228;544;535;101;48;4;1060;1057;3;8;0;164;0;0;1232;1232;0;0;1226;2;4;603;603;599;0;2;494;10;94;1;4;0;593;10;0;0;603;5;592;5;0;0;1;0;601;257;276;47;21;2;519;517;2;6;0;78;0;0;603;603;0;0;599;2;2;629;629;624;0;3;513;11;99;2;4;0;623;6;0;0;629;4;613;9;0;0;3;0;627;287;259;54;27;2;541;540;1;2;0;86;0;0;629;629;0;0;627;0;2
250180705000050;1;697;697;600;0;97;501;4;192;0;0;0;643;54;0;0;697;17;649;31;0;0;0;0;697;240;310;115;32;0;697;694;3;0;0;0;0;0;697;697;0;0;662;35;0;312;312;266;0;46;228;1;83;0;0;0;286;26;0;0;312;9;289;14;0;0;0;0;312;106;141;49;16;0;312;311;1;0;0;0;0;0;312;312;0;0;294;18;0;385;385;334;0;51;273;3;109;0;0;0;357;28;0;0;385;8;360;17;0;0;0;0;385;134;169;66;16;0;385;383;2;0;0;0;0;0;385;385;0;0;368;17;0
250180705000051;1;770;770;699;65;6;470;23;265;0;12;0;770;0;0;0;770;10;35;714;0;0;11;0;770;420;270;75;5;0;770;770;0;0;0;0;0;0;770;770;0;0;731;39;0;359;359;324;31;4;214;11;129;0;5;0;359;0;0;0;359;6;18;330;0;0;5;0;359;196;121;41;1;0;359;359;0;0;0;0;0;0;359;359;0;0;342;17;0;411;411;375;34;2;256;12;136;0;7;0;411;0;0;0;411;4;17;384;0;0;6;0;411;224;149;34;4;0;411;411;0;0;0;0;0;0;411;411;0;0;389;22;0
250180705000052;1;678;678;641;37;0;387;11;215;0;65;0;678;0;0;0;678;42;75;551;10;0;0;0;678;492;173;13;0;0;597;597;0;0;0;79;0;2;678;675;3;0;623;49;3;308;308;294;14;0;179;6;94;0;29;0;308;0;0;0;308;24;39;241;4;0;0;0;308;222;84;2;0;0;271;271;0;0;0;37;0;0;308;307;1;0;289;17;1;370;370;347;23;0;208;5;121;0;36;0;370;0;0;0;370;18;36;310;6;0;0;0;370;270;89;11;0;0;326;326;0;0;0;42;0;2;370;368;2;0;334;32;2
250180705000053;1;987;983;921;47;0;744;2;159;0;78;0;966;12;0;5;983;2;311;663;7;0;0;0;945;820;121;4;0;38;974;795;179;0;0;9;0;0;983;980;3;0;793;187;0;459;457;434;17;0;353;1;69;0;34;0;447;6;0;4;457;1;136;317;3;0;0;0;439;380;57;2;0;18;454;374;80;0;0;3;0;0;457;456;1;0;366;90;0;528;526;487;30;0;391;1;90;0;44;0;519;6;0;1;526;1;175;346;4;0;0;0;506;440;64;2;0;20;520;421;99;0;0;6;0;0;526;524;2;0;427;97;0
250180705000054;1;749;749;736;13;0;566;38;100;4;41;0;747;2;0;0;749;10;16;719;4;0;0;0;740;380;301;59;0;9;749;749;0;0;0;0;0;0;749;749;0;0;710;16;23;333;333;328;5;0;241;20;51;3;18;0;332;1;0;0;333;5;7;320;1;0;0;0;330;171;129;30;0;3;333;333;0;0;0;0;0;0;333;333;0;0;319;5;9;416;416;408;8;0;325;18;49;1;23;0;415;1;0;0;416;5;9;399;3;0;0;0;410;209;172;29;0;6;416;416;0;0;0;0;0;0;416;416;0;0;391;11;14
250180705000055;1;850;850;850;0;0;723;5;84;0;38;0;844;2;0;4;820;37;494;8;0;269;12;30;820;756;48;16;0;30;760;760;0;58;1;2;29;0;848;848;0;2;694;25;129;437;437;437;0;0;366;3;49;0;19;0;434;1;0;2;426;20;255;4;0;141;6;11;426;396;23;7;0;11;389;389;0;31;0;1;16;0;436;436;0;1;358;9;69;413;413;413;0;0;357;2;35;0;19;0;410;1;0;2;394;17;239;4;0;128;6;19;394;360;25;9;0;19;371;371;0;27;1;1;13;0;412;412;0;1;336;16;60
250180705000056;1;937;937;906;1;30;688;27;180;0;42;0;834;100;0;3;937;895;11;31;0;0;0;0;937;496;343;81;17;0;937;937;0;0;0;0;0;0;937;937;0;0;837;100;0;440;440;425;0;15;321;11;87;0;21;0;394;44;0;2;440;421;5;14;0;0;0;0;440;240;152;39;9;0;440;440;0;0;0;0;0;0;440;440;0;0;390;50;0;497;497;481;1;15;367;16;93;0;21;0;440;56;0;1;497;474;6;17;0;0;0;0;497;256;191;42;8;0;497;497;0;0;0;0;0;0;497;497;0;0;447;50;0
250180705000057;1;596;596;541;53;0;454;1;135;3;3;0;596;0;0;0;596;431;14;146;0;3;2;0;594;394;162;34;4;2;593;593;0;3;0;0;0;0;596;596;0;0;572;24;0;268;268;244;23;0;207;1;57;1;2;0;268;0;0;0;268;189;8;68;0;2;1;0;267;180;67;18;2;1;267;267;0;1;0;0;0;0;268;268;0;0;258;10;0;328;328;297;30;0;247;0;78;2;1;0;328;0;0;0;328;242;6;78;0;1;1;0;327;214;95;16;2;1;326;326;0;2;0;0;0;0;328;328;0;0;314;14;0
250180705000058;1;955;955;930;25;0;592;30;265;5;63;0;897;58;0;0;955;681;5;264;0;5;0;0;955;621;261;55;18;0;955;955;0;0;0;0;0;0;947;943;4;8;929;2;12;442;442;429;13;0;269;13;129;3;28;0;412;30;0;0;442;308;3;130;0;1;0;0;442;284;121;28;9;0;442;442;0;0;0;0;0;0;437;434;3;5;427;1;6;513;513;501;12;0;323;17;136;2;35;0;485;28;0;0;513;373;2;134;0;4;0;0;513;337;140;27;9;0;513;513;0;0;0;0;0;0;510;509;1;3;502;1;6
250180705000059;1;1082;1082;918;164;0;651;4;301;0;126;0;965;30;0;87;1081;117;649;8;28;268;11;1;1033;813;180;40;0;49;1035;1035;0;0;3;16;28;0;1076;1076;0;6;826;135;115;521;521;441;80;0;314;2;146;0;59;0;465;14;0;42;520;61;303;3;16;132;5;1;497;394;83;20;0;24;496;496;0;0;3;8;14;0;517;517;0;4;396;66;55;561;561;477;84;0;337;2;155;0;67;0;500;16;0;45;561;56;346;5;12;136;6;0;536;419;97;20;0;25;539;539;0;0;0;8;14;0;559;559;0;2;430;69;60
250180705000060;1;871;871;871;0;0;731;0;140;0;0;0;864;3;0;4;871;12;859;0;0;0;0;0;870;770;97;3;0;1;871;871;0;0;0;0;0;0;871;871;0;0;867;0;4;406;406;406;0;0;346;0;60;0;0;0;403;1;0;2;406;5;401;0;0;0;0;0;406;358;47;1;0;0;406;406;0;0;0;0;0;0;406;406;0;0;404;0;2;465;465;465;0;0;385;0;80;0;0;0;461;2;0;2;465;7;458;0;0;0;0;0;464;412;50;2;0;1;465;465;0;0;0;0;0;0;465;465;0;0;463;0;2
250180705000061;1;995;995;923;72;0;817;4;127;0;42;5;939;0;0;56;988;56;42;882;8;0;0;7;973;923;47;3;0;22;995;987;8;0;0;0;0;0;983;983;0;12;830;119;34;467;467;434;33;0;385;3;59;0;17;3;440;0;0;27;463;31;20;410;2;0;0;4;454;430;23;1;0;13;467;465;2;0;0;0;0;0;461;461;0;6;387;56;18;528;528;489;39;0;432;1;68;0;25;2;499;0;0;29;525;25;22;472;6;0;0;3;519;493;24;2;0;9;528;522;6;0;0;0;0;0;522;522;0;6;443;63;16
250180705000062;1;1030;1028;1027;0;0;827;5;170;0;26;0;1019;5;0;4;1028;103;909;10;0;0;6;0;1027;930;97;0;0;1;1028;1026;2;0;0;0;0;0;1028;1028;0;0;991;15;22;487;486;485;0;0;391;2;80;0;13;0;481;2;0;3;486;47;431;6;0;0;2;0;485;437;48;0;0;1;486;486;0;0;0;0;0;0;486;486;0;0;472;7;7;543;542;542;0;0;436;3;90;0;13;0;538;3;0;1;542;56;478;4;0;0;4;0;542;493;49;0;0;0;542;540;2;0;0;0;0;0;542;542;0;0;519;8;15
250180705000063;1;613;613;562;51;0;473;3;137;0;0;0;613;0;0;0;613;12;598;3;0;0;0;0;613;268;292;44;9;0;613;613;0;0;0;0;0;0;613;613;0;0;591;22;0;293;293;269;24;0;221;2;70;0;0;0;293;0;0;0;293;6;285;2;0;0;0;0;293;127;146;17;3;0;293;293;0;0;0;0;0;0;293;293;0;0;281;12;0;320;320;293;27;0;252;1;67;0;0;0;320;0;0;0;320;6;313;1;0;0;0;0;320;141;146;27;6;0;320;320;0;0;0;0;0;0;320;320;0;0;310;10;0
250180705000065;1;652;652;652;0;0;503;34;97;0;18;0;650;0;0;2;652;7;0;643;0;0;2;0;650;366;250;29;5;2;652;652;0;0;0;0;0;0;650;650;0;2;627;23;0;303;303;303;0;0;234;16;44;0;9;0;301;0;0;2;303;4;0;297;0;0;2;0;301;161;122;16;2;2;303;303;0;0;0;0;0;0;301;301;0;2;292;9;0;349;349;349;0;0;269;18;53;0;9;0;349;0;0;0;349;3;0;346;0;0;0;0;349;205;128;13;3;0;349;349;0;0;0;0;0;0;349;349;0;0;335;14;0
250180705000066;1;807;806;789;17;0;634;4;155;0;13;0;761;36;0;9;804;9;6;397;8;384;0;2;777;688;89;0;0;29;722;708;14;16;0;68;0;0;792;790;2;14;674;116;0;409;408;398;10;0;320;1;80;0;7;0;385;18;0;5;407;5;3;197;4;198;0;1;392;343;49;0;0;16;360;355;5;8;0;40;0;0;403;402;1;5;339;63;0;398;398;391;7;0;314;3;75;0;6;0;376;18;0;4;397;4;3;200;4;186;0;1;385;345;40;0;0;13;362;353;9;8;0;28;0;0;389;388;1;9;335;53;0
250180705000067;1;627;627;569;52;0;371;26;207;0;21;2;594;29;0;4;627;471;69;55;10;22;0;0;621;381;195;45;0;6;617;617;0;0;0;10;0;0;627;627;0;0;561;34;32;283;283;261;18;0;178;10;82;0;12;1;273;8;0;2;283;206;33;26;5;13;0;0;279;168;92;19;0;4;277;277;0;0;0;6;0;0;283;283;0;0;254;13;16;344;344;308;34;0;193;16;125;0;9;1;321;21;0;2;344;265;36;29;5;9;0;0;342;213;103;26;0;2;340;340;0;0;0;4;0;0;344;344;0;0;307;21;16
250180705000068;1;1039;1039;991;48;0;722;2;286;0;25;4;1022;12;0;5;1035;555;9;371;9;88;3;4;1035;849;170;8;8;4;1019;1016;3;4;0;2;14;0;1038;1038;0;1;982;38;18;478;478;456;22;0;326;1;137;0;11;3;469;7;0;2;475;250;5;170;3;46;1;3;475;395;74;1;5;3;466;464;2;2;0;1;9;0;477;477;0;1;447;18;12;561;561;535;26;0;396;1;149;0;14;1;553;5;0;3;560;305;4;201;6;42;2;1;560;454;96;7;3;1;553;552;1;2;0;1;5;0;561;561;0;0;535;20;6
250180705000069;1;800;800;703;22;0;517;15;218;11;36;3;765;31;0;4;800;411;16;134;164;75;0;0;725;540;160;19;6;75;800;800;0;0;0;0;0;0;800;798;2;0;716;27;55;367;367;322;13;0;235;6;105;4;16;1;353;12;0;2;367;184;8;62;75;38;0;0;335;251;73;8;3;32;367;367;0;0;0;0;0;0;367;366;1;0;331;11;24;433;433;381;9;0;282;9;113;7;20;2;412;19;0;2;433;227;8;72;89;37;0;0;390;289;87;11;3;43;433;433;0;0;0;0;0;0;433;432;1;0;385;16;31
250180705000070;1;1236;1236;1205;3;28;862;4;218;0;152;0;1190;31;0;15;1236;843;337;1;55;0;0;0;1216;787;371;34;24;20;1229;1229;0;0;0;4;0;3;1236;1235;1;0;1080;152;3;571;571;558;1;12;406;2;99;0;64;0;546;19;0;6;571;391;153;1;26;0;0;0;561;362;174;13;12;10;567;567;0;0;0;2;0;2;571;571;0;0;488;81;2;665;665;647;2;16;456;2;119;0;88;0;644;12;0;9;665;452;184;0;29;0;0;0;655;425;197;21;12;10;662;662;0;0;0;2;0;1;665;664;1;0;592;71;1
250180705000071;1;1147;1147;1081;44;4;794;9;247;0;93;4;1078;56;0;13;1147;934;93;6;0;113;1;0;1125;814;289;13;9;22;1147;1145;2;0;0;0;0;0;1147;1144;3;0;1041;103;0;557;557;522;23;1;391;5;117;0;41;3;523;26;0;8;557;455;43;1;0;57;1;0;544;402;134;4;4;13;557;557;0;0;0;0;0;0;557;556;1;0;508;48;0;590;590;559;21;3;403;4;130;0;52;1;555;30;0;5;590;479;50;5;0;56;0;0;581;412;155;9;5;9;590;588;2;0;0;0;0;0;590;588;2;0;533;55;0
250180705000072;1;878;878;800;78;0;605;0;211;0;52;10;872;2;0;4;878;659;8;148;63;0;0;0;870;743;123;4;0;8;875;875;0;0;0;0;3;0;878;878;0;0;803;75;0;421;421;386;35;0;290;0;100;0;25;6;419;1;0;1;421;311;4;74;32;0;0;0;417;363;53;1;0;4;419;419;0;0;0;0;2;0;421;421;0;0;388;33;0;457;457;414;43;0;315;0;111;0;27;4;453;1;0;3;457;348;4;74;31;0;0;0;453;380;70;3;0;4;456;456;0;0;0;0;1;0;457;457;0;0;415;42;0
250180705000073;1;692;691;643;48;0;398;16;209;0;68;0;682;0;0;9;670;187;91;24;0;368;0;21;664;614;41;5;4;27;681;465;216;3;0;1;6;0;691;683;8;0;623;54;6;325;324;299;25;0;181;6;102;0;35;0;321;0;0;3;313;84;44;10;0;175;0;11;310;283;22;2;3;14;319;210;109;2;0;0;3;0;324;321;3;0;286;31;4;367;367;344;23;0;217;10;107;0;33;0;361;0;0;6;357;103;47;14;0;193;0;10;354;331;19;3;1;13;362;255;107;1;0;1;3;0;367;362;5;0;337;23;2
250180705000074;1;896;896;824;67;5;701;3;128;0;45;19;856;28;0;12;896;243;75;6;59;513;0;0;896;710;145;28;13;0;882;882;0;3;0;0;11;0;896;896;0;0;852;40;4;431;431;396;32;3;336;2;56;0;24;13;413;12;0;6;431;115;38;3;26;249;0;0;431;343;68;14;6;0;424;424;0;1;0;0;6;0;431;431;0;0;406;23;2;465;465;428;35;2;365;1;72;0;21;6;443;16;0;6;465;128;37;3;33;264;0;0;465;367;77;14;7;0;458;458;0;2;0;0;5;0;465;465;0;0;446;17;2
250180705000075;1;474;474;266;208;0;374;0;86;0;14;0;474;0;0;0;474;26;204;1;0;243;0;0;474;423;39;2;10;0;474;474;0;0;0;0;0;0;474;474;0;0;454;16;4;216;216;127;89;0;172;0;39;0;5;0;216;0;0;0;216;12;93;1;0;110;0;0;216;196;16;0;4;0;216;216;0;0;0;0;0;0;216;216;0;0;209;5;2;258;258;139;119;0;202;0;47;0;9;0;258;0;0;0;258;14;111;0;0;133;0;0;258;227;23;2;6;0;258;258;0;0;0;0;0;0;258;258;0;0;245;11;2
250180705000076;1;317;317;317;0;0;265;0;39;0;13;0;295;0;0;22;296;13;0;0;0;283;0;21;283;270;8;5;0;34;250;250;0;3;0;0;64;0;317;317;0;0;282;26;9;148;148;148;0;0;125;0;18;0;5;0;138;0;0;10;137;5;0;0;0;132;0;11;131;127;2;2;0;17;112;112;0;2;0;0;34;0;148;148;0;0;132;12;4;169;169;169;0;0;140;0;21;0;8;0;157;0;0;12;159;8;0;0;0;151;0;10;152;143;6;3;0;17;138;138;0;1;0;0;30;0;169;169;0;0;150;14;5
250180705000077;1;548;548;535;13;0;400;0;129;19;0;0;516;19;0;13;547;0;547;0;0;0;0;1;543;414;118;11;0;5;548;548;0;0;0;0;0;0;548;548;0;0;542;0;6;258;258;255;3;0;191;0;58;9;0;0;243;7;0;8;257;0;257;0;0;0;0;1;254;198;52;4;0;4;258;258;0;0;0;0;0;0;258;258;0;0;254;0;4;290;290;280;10;0;209;0;71;10;0;0;273;12;0;5;290;0;290;0;0;0;0;0;289;216;66;7;0;1;290;290;0;0;0;0;0;0;290;290;0;0;288;0;2
250180705000078;1;650;650;650;0;0;499;53;73;0;25;0;643;2;0;5;641;15;497;3;86;39;1;9;631;535;84;12;0;19;546;529;17;22;0;82;0;0;627;625;2;23;550;63;12;324;324;324;0;0;255;20;37;0;12;0;321;1;0;2;320;8;255;2;36;19;0;4;314;264;40;10;0;10;271;263;8;8;0;45;0;0;316;315;1;8;276;31;8;326;326;326;0;0;244;33;36;0;13;0;322;1;0;3;321;7;242;1;50;20;1;5;317;271;44;2;0;9;275;266;9;14;0;37;0;0;311;310;1;15;274;32;4
250180705000079;1;825;825;620;100;0;592;6;163;0;56;8;767;5;0;53;812;50;0;291;0;466;5;13;705;620;71;13;1;120;799;799;0;11;0;1;14;0;824;795;29;1;663;77;55;414;414;308;51;0;298;3;80;0;29;4;383;4;0;27;405;23;0;132;0;246;4;9;348;304;38;6;0;66;401;401;0;5;0;1;7;0;413;398;15;1;325;39;34;411;411;312;49;0;294;3;83;0;27;4;384;1;0;26;407;27;0;159;0;220;1;4;357;316;33;7;1;54;398;398;0;6;0;0;7;0;411;397;14;0;338;38;21
250180705000080;1;663;653;540;113;0;470;0;151;0;32;0;651;2;0;0;651;40;33;0;5;573;0;2;640;543;69;17;11;13;617;617;0;0;9;0;27;0;648;648;0;5;622;10;16;339;335;273;62;0;241;0;79;0;15;0;334;1;0;0;333;19;16;0;3;295;0;2;327;285;33;5;4;8;317;317;0;0;5;0;13;0;331;331;0;4;319;4;8;324;318;267;51;0;229;0;72;0;17;0;317;1;0;0;318;21;17;0;2;278;0;0;313;258;36;12;7;5;300;300;0;0;4;0;14;0;317;317;0;1;303;6;8
250180705000081;1;38;37;37;0;0;33;0;4;0;0;0;32;0;0;5;37;5;0;22;0;0;10;0;37;26;11;0;0;0;37;37;0;0;0;0;0;0;37;37;0;0;34;3;0;16;15;15;0;0;15;0;0;0;0;0;13;0;0;2;15;3;0;8;0;0;4;0;15;11;4;0;0;0;15;15;0;0;0;0;0;0;15;15;0;0;15;0;0;22;22;22;0;0;18;0;4;0;0;0;19;0;0;3;22;2;0;14;0;0;6;0;22;15;7;0;0;0;22;22;0;0;0;0;0;0;22;22;0;0;19;3;0
250180705000082;1;474;474;472;2;0;299;4;158;0;13;0;474;0;0;0;474;61;403;2;0;0;8;0;474;403;57;10;4;0;466;466;0;0;0;8;0;0;474;474;0;0;455;16;3;213;213;213;0;0;141;1;68;0;3;0;213;0;0;0;213;29;178;0;0;0;6;0;213;176;29;6;2;0;209;209;0;0;0;4;0;0;213;213;0;0;204;7;2;261;261;259;2;0;158;3;90;0;10;0;261;0;0;0;261;32;225;2;0;0;2;0;261;227;28;4;2;0;257;257;0;0;0;4;0;0;261;261;0;0;251;9;1
250180705000083;1;42;42;42;0;0;22;0;10;0;10;0;42;0;0;0;42;0;10;0;0;32;0;0;42;32;10;0;0;0;15;0;15;22;0;3;2;0;42;42;0;0;42;0;0;16;16;16;0;0;9;0;4;0;3;0;16;0;0;0;16;0;3;0;0;13;0;0;16;13;3;0;0;0;6;0;6;7;0;1;2;0;16;16;0;0;16;0;0;26;26;26;0;0;13;0;6;0;7;0;26;0;0;0;26;0;7;0;0;19;0;0;26;19;7;0;0;0;9;0;9;15;0;2;0;0;26;26;0;0;26;0;0
250180705000085;1;682;682;663;0;19;538;10;123;0;11;0;681;1;0;0;682;32;637;13;0;0;0;0;679;588;86;5;0;3;681;681;0;1;0;0;0;0;682;682;0;0;609;56;17;318;318;308;0;10;252;7;52;0;7;0;317;1;0;0;318;12;303;3;0;0;0;0;317;264;49;4;0;1;317;317;0;1;0;0;0;0;318;318;0;0;283;25;10;364;364;355;0;9;286;3;71;0;4;0;364;0;0;0;364;20;334;10;0;0;0;0;362;324;37;1;0;2;364;364;0;0;0;0;0;0;364;364;0;0;326;31;7
250180705000086;1;281;281;276;5;0;191;6;84;0;0;0;281;0;0;0;281;13;268;0;0;0;0;0;277;193;60;24;0;4;281;281;0;0;0;0;0;0;281;281;0;0;246;19;16;130;130;128;2;0;88;4;38;0;0;0;130;0;0;0;130;7;123;0;0;0;0;0;129;88;32;9;0;1;130;130;0;0;0;0;0;0;130;130;0;0;114;9;7;151;151;148;3;0;103;2;46;0;0;0;151;0;0;0;151;6;145;0;0;0;0;0;148;105;28;15;0;3;151;151;0;0;0;0;0;0;151;151;0;0;132;10;9
250180705000087;1;210;210;199;0;11;149;0;54;0;7;0;210;0;0;0;210;15;178;8;3;0;6;0;210;179;20;4;7;0;210;210;0;0;0;0;0;0;210;210;0;0;200;2;8;97;97;91;0;6;67;0;26;0;4;0;97;0;0;0;97;7;81;4;2;0;3;0;97;84;11;1;1;0;97;97;0;0;0;0;0;0;97;97;0;0;92;1;4;113;113;108;0;5;82;0;28;0;3;0;113;0;0;0;113;8;97;4;1;0;3;0;113;95;9;3;6;0;113;113;0;0;0;0;0;0;113;113;0;0;108;1;4
250180705000088;1;605;605;571;34;0;419;4;174;2;6;0;605;0;0;0;604;7;58;538;0;1;0;1;604;520;74;10;0;1;605;605;0;0;0;0;0;0;605;597;8;0;511;86;0;308;308;291;17;0;220;3;82;1;2;0;308;0;0;0;307;4;29;274;0;0;0;1;307;265;38;4;0;1;308;308;0;0;0;0;0;0;308;305;3;0;258;47;0;297;297;280;17;0;199;1;92;1;4;0;297;0;0;0;297;3;29;264;0;1;0;0;297;255;36;6;0;0;297;297;0;0;0;0;0;0;297;292;5;0;253;39;0
250180705000089;1;813;813;813;0;0;492;29;221;0;59;12;804;9;0;0;813;35;95;683;0;0;0;0;813;601;161;33;18;0;813;813;0;0;0;0;0;0;813;813;0;0;806;7;0;375;375;375;0;0;221;18;103;0;26;7;371;4;0;0;375;18;46;311;0;0;0;0;375;275;75;16;9;0;375;375;0;0;0;0;0;0;375;375;0;0;372;3;0;438;438;438;0;0;271;11;118;0;33;5;433;5;0;0;438;17;49;372;0;0;0;0;438;326;86;17;9;0;438;438;0;0;0;0;0;0;438;438;0;0;434;4;0
250180705000091;1;592;592;517;71;4;375;11;152;0;54;0;590;0;0;2;591;466;0;123;0;0;2;1;590;401;141;26;22;2;590;590;0;0;0;2;0;0;591;587;4;1;529;58;0;282;282;245;35;2;178;6;74;0;24;0;281;0;0;1;282;219;0;62;0;0;1;0;281;188;73;13;7;1;281;281;0;0;0;1;0;0;281;278;3;1;249;29;0;310;310;272;36;2;197;5;78;0;30;0;309;0;0;1;309;247;0;61;0;0;1;1;309;213;68;13;15;1;309;309;0;0;0;1;0;0;310;309;1;0;280;29;0
250180705000092;8;923;923;907;16;0;783;3;70;43;24;0;761;145;0;17;915;68;437;400;0;0;10;8;903;799;54;8;42;20;858;858;0;28;25;12;0;0;922;922;0;1;883;9;30;464;464;454;10;0;399;1;31;21;12;0;384;69;0;11;461;36;211;207;0;0;7;3;453;400;29;3;21;11;428;428;0;16;13;7;0;0;463;463;0;1;442;5;16;459;459;453;6;0;384;2;39;22;12;0;377;76;0;6;454;32;226;193;0;0;3;5;450;399;25;5;21;9;430;430;0;12;12;5;0;0;459;459;0;0;441;4;14
250180705000094;1;616;616;497;119;0;465;0;140;7;4;0;558;50;0;8;616;3;63;9;541;0;0;0;599;514;69;16;0;17;603;597;6;2;0;8;0;3;613;613;0;3;571;42;0;298;298;239;59;0;220;0;74;3;1;0;263;31;0;4;298;2;28;3;265;0;0;0;291;246;35;10;0;7;292;288;4;1;0;4;0;1;296;296;0;2;273;23;0;318;318;258;60;0;245;0;66;4;3;0;295;19;0;4;318;1;35;6;276;0;0;0;308;268;34;6;0;10;311;309;2;1;0;4;0;2;317;317;0;1;298;19;0
250180705000095;1;436;436;436;0;0;381;0;55;0;0;0;436;0;0;0;436;11;415;8;0;0;2;0;436;419;14;3;0;0;436;436;0;0;0;0;0;0;436;436;0;0;436;0;0;208;208;208;0;0;184;0;24;0;0;0;208;0;0;0;208;5;198;4;0;0;1;0;208;201;6;1;0;0;208;208;0;0;0;0;0;0;208;208;0;0;208;0;0;228;228;228;0;0;197;0;31;0;0;0;228;0;0;0;228;6;217;4;0;0;1;0;228;218;8;2;0;0;228;228;0;0;0;0;0;0;228;228;0;0;228;0;0
250180705000096;1;432;432;432;0;0;360;0;61;0;11;0;432;0;0;0;432;0;4;428;0;0;0;0;432;395;37;0;0;0;432;432;0;0;0;0;0;0;432;432;0;0;427;5;0;209;209;209;0;0;172;0;30;0;7;0;209;0;0;0;209;0;2;207;0;0;0;0;209;189;20;0;0;0;209;209;0;0;0;0;0;0;209;209;0;0;206;3;0;223;223;223;0;0;188;0;31;0;4;0;223;0;0;0;223;0;2;221;0;0;0;0;223;206;17;0;0;0;223;223;0;0;0;0;0;0;223;223;0;0;221;2;0
250180705000097;1;335;327;322;0;5;224;0;81;0;22;0;316;11;0;0;327;70;257;0;0;0;0;0;321;263;54;4;0;6;327;327;0;0;0;0;0;0;327;327;0;0;311;16;0;148;145;144;0;1;104;0;33;0;8;0;140;5;0;0;145;26;119;0;0;0;0;0;142;112;27;3;0;3;145;145;0;0;0;0;0;0;145;145;0;0;138;7;0;187;182;178;0;4;120;0;48;0;14;0;176;6;0;0;182;44;138;0;0;0;0;0;179;151;27;1;0;3;182;182;0;0;0;0;0;0;182;182;0;0;173;9;0
250180705000098;1;1002;1002;862;0;140;806;7;146;0;43;0;958;15;0;29;1002;320;4;578;72;7;21;0;996;879;91;8;18;6;1002;985;17;0;0;0;0;0;1002;997;5;0;927;35;35;480;480;421;0;59;388;4;68;0;20;0;459;9;0;12;480;160;3;266;35;3;13;0;477;419;47;4;7;3;480;473;7;0;0;0;0;0;480;478;2;0;449;13;16;522;522;441;0;81;418;3;78;0;23;0;499;6;0;17;522;160;1;312;37;4;8;0;519;460;44;4;11;3;522;512;10;0;0;0;0;0;522;519;3;0;478;22;19
250180705000099;1;793;758;758;0;0;468;0;60;0;15;215;737;0;0;21;683;24;460;3;72;0;124;75;678;646;23;9;0;80;758;758;0;0;0;0;0;0;758;758;0;0;378;127;253;411;391;391;0;0;241;0;31;0;6;113;378;0;0;13;352;12;241;1;33;0;65;39;350;336;10;4;0;41;391;391;0;0;0;0;0;0;391;391;0;0;196;65;130;382;367;367;0;0;227;0;29;0;9;102;359;0;0;8;331;12;219;2;39;0;59;36;328;310;13;5;0;39;367;367;0;0;0;0;0;0;367;367;0;0;182;62;123
250180705000100;1;589;582;556;25;0;367;22;99;2;92;0;579;2;0;1;582;4;393;65;67;53;0;0;579;437;100;26;16;3;569;569;0;4;0;1;8;0;582;582;0;0;553;20;9;275;271;257;13;0;168;15;52;1;35;0;271;0;0;0;271;1;182;29;35;24;0;0;270;204;45;12;9;1;263;263;0;2;0;1;5;0;271;271;0;0;257;10;4;314;311;299;12;0;199;7;47;1;57;0;308;2;0;1;311;3;211;36;32;29;0;0;309;233;55;14;7;2;306;306;0;2;0;0;3;0;311;311;0;0;296;10;5
