Cod_setor;Situacao_setor;V001;V002;V003
250360505000005;1;137;2;0
250360505000006;8;62;0;0
250360505000007;8;71;1;0
250360505000008;8;82;0;0
250360505000009;8;86;1;0
250360505000010;8;72;0;0
250360505000011;1;128;0;0
250370405000001;1;70;0;0
250370405000002;1;65;0;0
250370405000003;1;48;0;0
250370405000004;1;77;0;0
250370405000005;1;101;1;0
250370405000006;1;86;0;0
250370405000007;1;95;1;0
250370405000008;1;101;0;0
250370405000009;1;104;0;0
250370405000010;1;72;0;0
250370405000011;1;119;0;0
250370405000012;1;172;0;0
250370405000013;1;93;0;0
250370405000014;1;165;1;0
250370405000015;1;96;0;0
250370405000016;1;302;0;0
250370405000017;1;121;0;0
250370405000018;1;142;5;0
250370405000019;1;131;1;0
250370405000020;1;94;0;0
250370405000021;1;232;0;0
250370405000022;1;154;0;0
250370405000023;1;168;5;1
250370405000024;1;195;4;0
250370405000025;1;85;0;0
250370405000026;1;148;0;0
250370405000027;1;184;2;0
250370405000028;1;115;1;0
250370405000029;1;145;0;0
250370405000030;1;217;1;0
250370405000031;1;132;0;0
250370405000032;1;174;1;0
250370405000033;1;243;0;0
250370405000034;1;174;1;0
250370405000035;1;249;2;0
250370405000036;1;191;1;0
250370405000037;1;136;0;0
250370405000038;1;205;1;0
250370405000039;1;226;2;0
250370405000040;8;75;0;0
250370405000041;8;30;0;0
250370405000042;8;152;0;0
250370405000043;8;103;0;1
250370405000044;8;56;1;0
250370405000045;8;122;0;0
250370405000046;8;164;0;0
250370405000047;8;105;0;0
250370405000048;5;63;1;0
250370405000049;8;56;0;0
250370405000050;8;9;0;0
250370405000051;8;156;0;0
250370405000052;8;135;0;0
250370405000053;1;201;2;3
250370405000054;1;136;1;0
250370405000055;1;178;3;0
250370405000056;1;217;0;0
250370405000057;1;159;1;0
250370405000058;1;170;0;0
250370405000059;1;231;1;0
250370405000060;1;260;1;0
250370405000061;1;87;0;0
250370405000062;1;100;0;0
250370405000063;1;127;0;0
250370405000064;1;127;0;0
250370410000001;1;128;1;0
250370410000002;8;45;0;0
250370410000003;8;117;0;0
250370410000004;8;120;0;0
250370410000005;5;51;0;0
250370410000006;8;51;0;0
250370410000007;8;108;0;0
250370410000008;8;62;0;0
250375305000001;1;200;0;0
250375305000002;8;108;0;0
250375305000003;8;171;0;0
250375305000004;8;48;0;0
250375305000005;8;41;0;0
250375305000006;8;27;0;0
250380305000001;1;173;2;0
250380305000002;1;150;0;0
250380305000003;1;268;2;0
250380305000004;8;110;0;0
250380305000005;8;47;0;0
250380305000006;5;93;0;0
250380305000007;5;130;0;0
250390205000001;1;147;0;0
250390205000002;1;97;0;0
250390205000003;1;123;1;0
250390205000004;8;131;0;0
250390205000005;8;62;0;0
250390205000006;8;104;0;0
250390205000007;8;114;1;0
250390205000008;7;38;0;0
250390205000009;1;119;1;0
250390210000001;1;43;0;0
250390210000002;8;105;0;0
250400905000001;1;62;0;0
250400905000002;1;47;0;0
250400905000003;1;38;0;0
250400905000004;1;53;0;0
250400905000005;1;28;0;0
250400905000006;1;61;1;0
250400905000007;1;90;0;0
250400905000008;1;36;0;0
250400905000009;1;24;0;0
250400905000010;1;72;0;0
250400905000011;1;40;0;0
250400905000012;1;78;0;0
250400905000013;1;91;0;0
250400905000014;1;61;0;0
250400905000015;1;35;0;0
250400905000016;1;67;0;0
250400905000017;1;83;0;0
250400905000018;1;69;0;0
250400905000019;1;67;0;0
250400905000020;1;76;0;0
250400905000021;1;66;0;0
250400905000022;1;39;1;0
250400905000023;1;38;1;0
250400905000024;1;81;0;0
250400905000026;1;112;0;0
250400905000027;1;108;0;0
250400905000028;1;127;0;0
250400905000029;1;215;1;0
250400905000030;1;117;1;0
250400905000031;1;65;0;0
250400905000032;1;143;0;0
250400905000033;1;96;0;0
250400905000034;1;94;0;0
250400905000035;1;82;0;0
250400905000036;1;97;0;0
250400905000037;1;93;0;0
250400905000038;1;96;0;0
250400905000039;1;136;1;0
250400905000040;1;101;0;0
250400905000041;1;80;0;0
250400905000042;1;112;0;0
250400905000043;1;116;1;0
250400905000044;1;158;1;0
250400905000045;1;196;0;0
250400905000046;1;102;1;0
250400905000047;1;144;1;0
250400905000048;1;132;1;0
250400905000049;1;199;0;0
250400905000050;1;204;0;0
250400905000051;1;147;1;0
250400905000052;1;153;0;0
250400905000053;1;233;0;0
250400905000054;1;68;0;0
250400905000055;1;119;0;0
250400905000056;1;151;0;0
250400905000057;1;143;0;0
250400905000058;1;134;0;0
250400905000059;1;160;0;0
250400905000060;1;120;0;0
250400905000061;1;103;0;0
250400905000062;1;59;0;0
250400905000063;1;169;0;0
250400905000064;1;91;0;0
250400905000065;1;62;0;0
250400905000066;1;61;0;0
250400905000067;1;141;0;0
250400905000068;1;100;0;0
250400905000069;1;91;0;0
250400905000070;1;74;0;0
250400905000071;1;122;0;0
250400905000072;1;79;2;0
250400905000073;1;170;2;0
250400905000074;1;0;0;0
250400905000075;1;127;0;0
250400905000076;1;119;0;1
250400905000077;1;200;0;0
250400905000078;1;156;0;0
250400905000079;1;170;0;0
250400905000080;1;95;2;0
250400905000081;1;20;0;0
250400905000082;1;106;0;0
250400905000083;1;108;0;0
250400905000084;1;76;0;0
250400905000085;1;100;0;0
250400905000086;1;107;2;0
250400905000087;1;138;0;0
250400905000088;1;179;0;0
250400905000089;1;159;0;0
250400905000090;1;85;0;0
250400905000091;1;126;0;0
250400905000092;1;169;0;0
250400905000093;1;121;0;0
250400905000094;1;141;0;0
250400905000095;1;154;0;0
250400905000096;1;81;0;0
250400905000097;1;137;0;0
250400905000098;1;132;0;0
250400905000099;1;89;0;0
250400905000100;1;81;0;0
250400905000101;1;148;0;0
250400905000102;1;113;0;0
250400905000103;1;159;0;0
250400905000104;1;120;1;0
250400905000105;1;150;0;0
250400905000106;1;90;0;0
250400905000107;1;117;0;0
250400905000108;1;132;0;0
250400905000109;1;154;1;0
250400905000110;1;99;0;0
250400905000111;1;258;0;0
250400905000112;1;152;0;0
250400905000113;1;150;0;0
250400905000114;1;40;0;0
250400905000115;1;103;0;0
250400905000116;1;186;0;0
250400905000117;1;149;1;0
250400905000118;1;121;0;0
250400905000119;1;97;0;0
250400905000120;1;131;0;0
250400905000121;1;122;0;0
250400905000122;1;133;0;0
250400905000123;1;165;1;0
250400905000124;1;147;0;0
250400905000125;1;115;0;0
250400905000126;1;146;0;0
250400905000127;1;111;0;0
250400905000128;1;207;0;0
250400905000129;1;175;0;0
250400905000130;1;177;1;0
250400905000131;1;169;0;0
250400905000132;1;183;2;0
250400905000133;1;176;1;0
250400905000134;1;195;1;0
250400905000135;1;190;0;2
250400905000136;1;178;0;0
250400905000137;1;206;1;0
250400905000138;1;207;2;1
250400905000139;1;115;1;0
250400905000140;1;353;0;0
250400905000141;1;150;0;0
250400905000142;1;222;2;0
250400905000143;1;169;0;0
250400905000144;1;204;0;0
250400905000145;1;132;0;0
250400905000146;1;130;0;0
250400905000147;1;182;2;0
250400905000148;1;165;1;0
250400905000149;1;143;0;0
250400905000150;1;117;0;0
250400905000151;1;112;0;1
250400905000152;1;166;0;0
250400905000153;1;133;0;0
250400905000154;1;110;0;0
250400905000155;1;162;0;0
250400905000156;1;171;0;3
250400905000158;1;7;0;0
250400905000159;1;103;0;0
250400905000160;1;127;2;0
250400905000161;1;163;0;0
250400905000162;1;161;0;0
250400905000163;1;221;2;0
250400905000164;1;92;1;0
250400905000165;1;143;0;0
250400905000166;1;83;0;0
250400905000167;1;97;0;0
250400905000168;1;98;0;1
250400905000169;1;190;0;0
250400905000170;1;153;1;0
250400905000171;1;180;0;0
250400905000172;1;234;0;0
250400905000173;1;179;0;0
250400905000174;1;104;0;0
250400905000175;1;111;0;0
250400905000176;1;159;0;0
250400905000177;1;175;3;0
250400905000178;1;131;0;0
250400905000179;1;156;0;0
250400905000180;1;191;1;0
250400905000181;1;186;2;0
250400905000182;1;347;0;0
250400905000183;1;150;0;0
250400905000184;1;133;0;0
250400905000185;1;238;0;0
250400905000186;1;144;0;0
250400905000187;1;77;0;0
250400905000188;1;83;0;0
250400905000189;1;131;0;1
250400905000190;1;251;3;1
250400905000191;1;151;0;0
250400905000192;1;170;0;0
250400905000193;1;164;0;0
250400905000194;1;165;3;0
250400905000195;1;21;0;0
250400905000196;1;172;0;0
250400905000197;1;138;0;2
250400905000198;1;290;4;1
250400905000199;1;98;0;0
250400905000200;1;42;0;3
250400905000201;1;57;0;2
250400905000202;1;98;0;0
250400905000203;1;268;0;0
250400905000204;1;346;0;0
250400905000205;1;172;2;0
250400905000206;1;176;0;3
250400905000207;1;303;4;0
250400905000208;1;120;0;0
250400905000209;1;130;0;0
250400905000210;1;108;0;0
250400905000211;1;83;0;0
250400905000212;1;352;0;0
250400905000213;1;139;0;0
250400905000214;1;222;0;0
250400905000215;1;124;0;0
250400905000216;1;142;0;0
250400905000217;1;189;0;0
250400905000218;1;151;0;0
250400905000219;1;78;1;0
250400905000220;1;101;0;0
250400905000221;1;134;1;0
250400905000222;1;118;1;3
250400905000223;1;96;1;0
250400905000224;1;93;0;0
250400905000225;1;79;0;0
250400905000226;1;191;2;0
250400905000227;1;205;0;0
250400905000228;1;113;0;0
250400905000229;1;58;0;0
250400905000230;1;92;0;0
250400905000231;1;123;1;0
250400905000232;1;100;0;0
250400905000233;1;47;0;0
250400905000234;1;170;0;0
250400905000235;1;229;0;0
250400905000236;1;58;0;0
250400905000237;1;79;0;0
250400905000238;1;56;0;0
250400905000239;1;220;1;0
250400905000240;1;178;0;0
250400905000241;1;229;1;0
250400905000242;1;101;0;0
250400905000243;1;216;0;0
250400905000244;1;135;0;0
250400905000245;1;71;0;0
250400905000246;1;207;0;0
250400905000247;1;161;0;0
250400905000248;1;139;0;0
250400905000249;1;238;0;0
250400905000250;1;372;5;1
250400905000251;1;129;0;0
250400905000252;1;198;2;1
250400905000253;1;227;0;0
250400905000254;1;158;0;0
250400905000255;1;196;0;0
250400905000256;1;164;0;0
250400905000257;1;231;3;0
250400905000258;1;264;1;0
250400905000259;1;143;4;0
250400905000260;1;196;2;0
250400905000261;1;197;4;2
250400905000262;1;153;1;0
250400905000263;1;175;0;0
250400905000264;1;101;0;0
250400905000265;1;107;0;0
250400905000266;1;152;0;0
250400905000267;1;94;0;0
250400905000268;1;68;0;0
250400905000269;1;112;0;0
250400905000270;1;219;0;0
250400905000271;1;163;0;0
250400905000272;1;127;0;0
250400905000273;1;176;0;0
250400905000274;1;160;0;0
250400905000275;1;214;1;0
250400905000276;1;140;0;0
250400905000277;1;172;0;0
250400905000278;1;157;0;0
250400905000279;1;174;0;0
250400905000280;1;208;0;0
250400905000281;1;178;1;0
250400905000282;1;80;0;0
250400905000283;1;170;0;0
250400905000284;1;144;0;0
250400905000285;1;183;0;0
250400905000286;1;161;0;0
250400905000287;1;148;0;0
250400905000288;1;202;0;0
250400905000289;1;198;1;0
250400905000290;1;106;0;0
250400905000291;1;164;0;0
250400905000292;1;187;0;0
250400905000293;1;244;0;0
250400905000294;1;152;1;0
250400905000295;1;225;0;0
250400905000296;1;232;3;0
250400905000297;1;191;0;0
250400905000298;1;241;0;0
250400905000299;1;112;3;0
250400905000300;1;168;1;0
250400905000301;1;247;0;1
250400905000302;1;128;2;0
250400905000303;1;154;0;0
250400905000304;1;133;0;0
250400905000305;1;104;0;0
250400905000306;1;104;0;0
250400905000307;1;140;0;0
250400905000308;1;143;0;0
250400905000309;1;101;0;0
250400905000310;1;116;0;0
250400905000311;1;116;0;0
250400905000312;1;212;1;0
250400905000313;1;203;0;0
250400905000314;1;148;0;0
250400905000315;1;219;7;0
250400905000316;1;188;0;1
250400905000317;1;170;0;0
250400905000318;1;136;0;2
250400905000319;1;239;0;0
250400905000320;1;0;0;0
250400905000321;1;239;4;0
250400905000322;1;141;0;0
250400905000323;1;211;0;2
250400905000324;1;75;0;0
250400905000325;1;57;0;0
250400905000326;1;31;1;0
250400905000327;1;211;1;0
250400905000328;1;308;1;0
250400905000329;1;168;0;0
250400905000330;1;20;0;0
250400905000331;4;135;0;0
250400905000332;4;221;0;0
250400905000333;4;93;0;0
250400905000334;8;113;0;0
250400905000335;8;34;0;0
250400905000336;8;83;0;0
250400905000337;8;44;0;0
250400905000338;8;153;3;0
250400905000339;1;75;0;0
250400905000340;1;178;0;0
250400905000341;1;71;2;0
250400905000342;1;141;1;0
250400905000343;1;70;0;1
250400905000344;1;182;1;0
250400905000345;1;278;2;0
250400905000346;1;165;1;0
250400905000347;1;76;0;0
250400905000348;1;105;0;0
250400905000349;1;80;0;1
250400905000350;1;122;0;0
250400905000351;1;34;0;0
250400905000353;1;13;0;0
250400905000354;1;55;0;0
250400905000355;1;73;0;0
250400905000356;1;76;0;0
250400905000357;1;134;0;1
250400905000358;1;310;3;0
250400905000359;1;125;0;0
250400905000360;1;121;0;0
250400905000361;1;134;0;0
250400905000362;1;18;0;0
250400905000363;1;189;3;0
250400905000364;1;77;2;0
250400905000365;1;240;1;0
250400905000366;1;169;0;0
250400905000367;1;160;0;0
250400905000368;1;67;1;0
250400905000369;1;175;0;0
250400905000370;1;165;0;0
250400905000371;1;141;0;0
250400905000372;1;69;1;0
250400905000373;1;138;0;0
250400905000374;1;164;0;0
250400905000375;1;175;1;0
250400905000376;1;151;0;0
250400905000377;1;142;0;0
250400905000378;1;56;1;0
250400905000379;1;91;0;0
250400905000380;1;57;0;0
250400905000381;1;145;0;0
250400905000382;1;68;1;0
250400905000383;1;124;0;0
250400905000384;1;157;0;0
250400905000385;1;126;0;0
250400905000386;1;55;0;0
250400905000387;1;30;0;0
250400905000388;1;69;0;0
250400905000389;1;147;1;0
250400905000390;1;126;1;0
250400905000391;1;227;1;0
250400905000392;1;147;0;0
250400905000393;1;164;1;1
250400905000394;1;127;0;0
250400905000395;1;162;0;0
250400905000396;1;166;1;0
250400905000397;1;151;2;1
250400905000398;1;160;0;0
250400905000399;1;139;0;0
250400905000400;1;65;0;0
250400905000401;1;163;1;0
250400905000402;1;114;0;0
250400905000403;1;49;0;0
250400905000404;1;62;0;0
250400905000405;1;49;0;0
250400905000406;1;111;0;0
250400905000407;1;97;0;0
250400905000408;1;145;0;0
250400905000409;1;69;0;0
250400905000410;1;171;0;0
250400905000411;1;195;0;0
250400905000412;1;217;0;0
250400905000413;1;132;1;0
250400905000414;1;44;0;0
250400905000415;1;115;0;0
250400905000416;1;183;1;0
250400905000417;1;77;0;0
250400905000418;1;138;0;0
250400905000419;1;142;0;0
250400905000420;1;94;0;0
250400905000421;1;88;0;0
250400905000422;1;83;0;0
250400905000423;1;79;0;0
250400905000424;1;103;0;0
250400905000425;1;80;0;0
250400905000426;1;91;0;0
250400905000427;1;110;0;0
250400905000428;1;49;0;0
250400905000429;1;165;0;0
250400905000430;1;167;0;0
250400905000431;1;124;0;0
250400905000432;1;19;0;0
250400905000433;1;492;3;0
250400905000434;4;2;0;0
250400905000435;1;36;0;0
250400905000438;1;48;1;0
250400905000439;1;46;0;0
250400905000440;1;69;0;0
250400905000441;1;162;2;0
250400905000442;1;86;0;0
250400905000443;1;197;2;0
250400905000444;1;90;0;0
250400905000445;1;77;0;1
250400905000446;1;111;0;0
250400905000447;1;59;1;0
250400905000448;1;110;0;0
250400905000449;1;65;0;0
250400915000001;1;28;0;0
250400915000002;8;172;0;0
250400915000003;8;216;0;0
250400915000004;8;235;2;0
250400915000005;8;152;1;0
250400915000006;5;56;0;0
250400920000001;1;170;0;7
250400920000002;1;133;1;0
250400920000003;1;141;0;0
250400920000004;1;136;0;0
250400920000005;8;105;0;0
250400920000006;8;80;0;0
250400920000007;8;69;0;0
250400920000008;8;107;0;0
250400920000009;8;177;0;0
250400920000010;4;8;0;0
250400920000011;1;121;0;1
250400920000012;1;152;0;1
250400920000013;1;68;0;0
250400925000001;1;223;0;0
250400925000002;1;106;0;0
250400925000003;1;148;0;0
250400925000004;1;272;2;0
250400925000005;1;64;0;0
250400925000006;8;38;0;0
250400925000007;4;55;0;4
250400925000008;8;83;0;0
250400925000009;8;75;0;0
250400925000010;8;135;0;0
250400925000011;8;93;2;0
250400925000012;8;52;0;0
250400925000013;8;87;0;0
250400925000014;8;108;1;0
250400925000015;5;90;0;1
250400925000016;4;280;0;0
250400925000017;5;103;0;0
250400925000018;1;162;0;0
250400925000019;1;190;0;0
250400925000020;1;94;0;0
250403305000001;1;167;0;2
250403305000002;1;146;0;0
250403305000003;8;75;0;1
250403305000004;1;115;0;1
250403305000005;1;195;1;0
250403305000006;1;156;0;7
250403305000007;5;241;0;0
250403315000001;1;121;0;0
250403315000002;8;27;0;0
250407405000001;1;163;0;0
250407405000002;1;76;0;0
250407405000003;8;89;0;0
250407405000004;8;92;0;0
250407405000005;8;57;0;0
250407405000006;8;166;0;0
250407405000007;8;29;0;0
250407405000008;1;42;0;0
250410805000001;1;137;0;0
250410805000002;8;105;1;0
250410805000003;1;172;0;0
250415705000001;1;182;0;0
250415705000002;1;181;0;0
250415705000003;1;109;0;0
250415705000004;8;58;0;0
250415705000005;8;237;3;0
250415705000006;8;179;2;0
250415705000007;8;23;1;0
250415705000008;8;184;3;0
250415705000009;8;47;1;0
250415705000010;1;199;2;0
250420705000001;1;154;1;0
250420705000002;1;123;0;0
250420705000003;8;49;0;0
250420705000004;8;131;1;0
250420705000005;8;91;0;0
250420705000006;1;182;0;0
250420705000007;1;105;0;0
250420710000001;1;15;0;0
250420710000002;8;85;1;0
250430605000001;1;127;1;0
250430605000002;1;105;0;0
250430605000003;1;112;0;0
250430605000004;1;132;0;0
250430605000005;1;79;2;0
250430605000006;1;112;0;0
250430605000007;1;95;0;0
250430605000008;1;153;1;0
250430605000009;1;155;0;0
250430605000010;1;190;0;0
250430605000011;1;189;1;0
250430605000012;1;167;0;0
250430605000013;1;247;5;0
250430605000014;1;156;0;0
250430605000015;1;105;1;1
250430605000016;1;146;0;0
250430605000017;1;55;0;0
250430605000018;8;68;0;0
250430605000019;8;105;0;0
250430605000020;8;88;1;0
250430605000021;8;86;0;0
250430605000022;8;117;0;0
250430605000023;8;88;0;0
250430605000024;5;43;0;0
250430605000025;5;9;0;0
250430605000026;1;220;2;0
250430605000027;1;132;2;0
250430605000028;1;104;1;0
250430605000029;1;171;1;0
250430605000030;1;71;0;0
250430605000031;1;160;1;0
250430605000032;1;148;0;0
250430605000033;1;213;5;0
250430610000001;1;72;0;0
250430610000002;8;36;0;0
250430610000003;8;116;0;0
250430610000004;8;33;1;0
250430610000005;8;95;0;0
250430610000006;8;40;0;0
250430610000007;5;30;0;1
250430625000001;1;33;0;0
250430625000002;8;56;1;0
250430625000003;8;26;0;0
250430625000004;8;40;0;0
250430625000005;8;45;0;0
250430625000006;8;49;0;0
250430625000007;5;56;1;0
250435505000001;1;198;1;0
250435505000002;8;175;0;0
250435505000003;8;123;0;0
250435505000004;8;119;0;0
250435505000005;5;64;1;0
250435505000006;8;59;0;0
250435505000007;5;149;0;0
250440505000001;1;104;0;0
250440505000002;1;160;0;0
250440505000003;1;191;0;0
250440505000004;1;277;0;0
250440505000005;1;229;0;0
250440505000006;1;227;1;0
250440505000007;1;152;1;0
250440505000008;1;149;0;3
250440505000009;1;182;1;0
250440505000010;1;163;0;0
250440505000011;8;71;0;0
250440505000012;8;56;0;0
250440505000013;8;135;1;0
250440505000014;8;100;0;0
250440505000015;8;70;0;0
250440505000016;8;115;0;0
250440505000017;8;50;0;0
250440505000018;8;162;0;0
250440505000019;8;17;1;0
250440505000020;1;170;0;1
250440510000001;1;3;0;0
250440510000002;8;41;0;0
250440510000003;8;132;0;0
250440515000001;1;57;2;0
250440515000002;8;81;0;0
250440515000003;8;148;0;0
250440515000004;5;36;0;0
250450405000001;1;72;0;0
250450405000002;1;143;0;0
250450405000003;1;107;0;0
250450405000004;8;53;0;0
250450405000005;8;55;0;0
250450405000006;8;69;0;0
250450405000007;8;134;0;0
250450405000008;1;186;0;0
250450405000009;1;166;0;0
250450405000010;1;150;2;0
250460305000001;1;155;0;0
250460305000002;1;331;3;6
250460305000003;1;59;1;0
250460305000004;1;146;0;0
250460305000005;1;203;0;0
250460305000006;1;134;3;0
250460305000007;4;52;0;0
250460305000008;4;39;0;0
250460305000009;8;75;0;0
250460305000010;8;247;1;0
250460305000011;5;106;3;0
250460305000012;5;196;0;0
250460305000013;8;32;"X";"X"
250460305000014;8;103;0;0
250460305000015;8;27;0;0
250460305000016;8;56;0;0
250460305000017;1;194;1;0
250460305000018;1;150;3;0
250460305000019;1;168;2;0
250460305000020;1;3;"X";"X"
250460305000021;4;46;0;0
250460305000022;4;102;1;0
250460305000023;1;145;2;0
250460305000024;1;59;0;0
250460305000025;1;131;0;0
250460305000026;1;161;0;0
250460305000027;1;176;1;0
250460305000028;1;131;0;0
250460305000029;1;305;0;0
250460305000030;1;54;0;0
250460305000031;1;63;1;0
250460305000032;8;135;0;0
250460305000033;5;124;0;0
250460305000034;5;108;0;0
250460316000001;1;32;1;0
250460316000002;1;28;0;0
250460316000003;1;45;0;0
250460316000004;1;10;0;0
250460316000005;1;4;0;0
250460316000006;1;56;1;0
250460316000007;1;72;0;0
250460316000008;1;39;0;0
250460316000009;1;69;0;0
250470205000001;1;95;0;0
250470205000002;1;176;2;0
250470205000003;1;277;0;0
250470205000004;8;62;0;0
250470205000005;8;64;0;0
250470205000006;8;23;0;0
250470205000007;8;79;1;0
250470205000008;8;66;0;0
250470205000009;4;13;0;0
250480105000001;1;81;0;0
250480105000002;1;116;2;0
250480105000003;1;143;3;0
250480105000004;1;128;1;0
250480105000005;1;190;2;0
250480105000006;1;108;3;0
250480105000007;1;123;1;0
250480105000008;1;87;0;0
250480105000009;8;36;0;0
250480105000010;8;87;2;0
250480105000011;8;168;1;0
250480105000012;8;148;2;0
250480105000013;8;140;0;0
250480105000014;8;50;1;0
250480105000015;1;149;3;0
250480105000016;1;186;2;0
250480105000017;1;143;0;0
250480105000018;1;130;2;1
250480105000019;1;290;4;0
250480105000020;1;133;1;0
250480105000021;1;106;0;0
250485005000001;1;119;0;0
250485005000002;8;56;0;0
250485005000003;8;28;1;0
250485005000004;8;35;0;0
250490005000001;1;116;0;0
250490005000002;1;303;1;0
250490005000003;1;356;1;0
250490005000004;3;399;1;0
250490005000005;3;347;0;0
250490005000006;8;173;1;0
250490005000007;8;112;0;0
250490005000008;8;49;0;0
250490005000009;8;106;0;0
250490005000010;8;44;0;0
250490005000011;8;217;1;1
250490005000012;8;157;1;0
250490005000013;8;18;1;0
250490005000014;8;171;0;0
250490005000015;8;37;0;0
250490005000016;8;225;0;0
250490005000017;1;48;0;0
250490005000018;5;66;1;0
250490005000019;5;82;1;0
250490005000020;5;158;1;0
250490005000021;5;197;0;0
250500605000001;1;170;0;0
250500605000002;1;187;0;0
250500605000003;1;197;0;0
250500605000004;1;186;0;0
250500605000005;1;236;0;0
250500605000006;8;162;0;0
250500605000007;8;41;0;0
250500605000008;8;86;1;0
250500605000009;8;70;0;0
250500605000010;8;23;0;0
250500605000011;8;34;0;0
250510505000001;1;37;0;0
250510505000002;1;79;0;0
250510505000003;1;188;0;0
250510505000004;1;87;0;0
250510505000005;1;157;0;0
250510505000006;1;123;2;0
250510505000007;1;54;0;0
250510505000008;1;148;0;0
250510505000009;1;70;0;0
250510505000010;1;96;0;0
250510505000011;1;64;0;0
250510505000012;8;84;0;0
250510505000013;8;90;1;0
250510505000014;8;61;0;0
250510505000015;8;41;0;0
250510505000016;8;37;0;0
250510505000017;8;27;0;0
250510505000018;8;76;0;0
250510505000019;8;75;1;0
250510505000020;8;58;0;0
250510505000021;8;35;0;0
250510505000022;5;18;0;0
250510505000023;1;46;0;0
250510505000024;1;144;0;0
250510505000025;1;131;0;0
250510505000026;1;145;0;0
250510505000027;1;63;0;0
250510505000028;1;198;0;0
250510505000029;1;92;0;0
250510505000030;1;120;0;0
250510505000031;1;137;0;1
250510510000001;1;39;0;0
250510510000002;8;86;1;0
250510510000003;8;39;0;0
250510510000004;8;117;0;0
250510510000005;8;68;0;0
250510510000006;8;23;0;0
250510510000007;8;118;1;0
250510510000008;8;79;0;0
250520405000001;1;195;0;0
250520405000002;1;201;0;0
250520405000003;1;230;0;0
250520405000004;1;169;1;0
250520405000005;1;135;0;0
250520405000006;1;163;7;0
250520405000007;8;112;0;0
250520405000008;8;146;3;0
250523805000001;1;154;0;0
250523805000002;1;189;0;0
250523805000003;8;167;2;0
250523805000004;8;47;0;0
250523805000005;8;7;0;0
250523805000006;8;31;0;0
250523805000007;5;80;0;0
250523805000008;8;8;1;0
250523805000009;5;82;0;0
250523805000010;8;118;0;0
250523805000011;8;10;0;0
250523805000012;5;89;0;0
250523805000013;5;122;0;0
250523805000014;5;48;0;0
250523805000015;5;12;0;0
250527905000001;1;80;0;0
250527905000002;8;116;0;0
250527905000003;8;44;0;0
250527905000004;8;88;0;0
250527905000005;8;131;1;0
250527905000006;8;71;0;0
250527905000007;8;85;0;0
250527905000008;5;56;0;0
250527905000009;8;100;0;0
250527905000010;8;45;0;0
250527905000011;8;107;0;0
250527905000012;8;96;0;1
250530305000001;1;154;0;0
250530305000002;8;98;2;0
250530305000003;8;68;1;0
250530305000004;8;35;0;0
250530305000005;1;114;0;0
250535205000001;1;119;0;0
250535205000002;8;109;1;0
250535205000003;8;129;1;0
250535205000004;8;35;0;0
250535205000005;8;146;0;0
250535205000006;8;87;0;0
250535205000007;8;20;0;0
250535205000008;1;161;0;0
250535205000009;1;183;0;0
250540205000001;1;102;0;0
250540205000002;1;205;3;0
250540205000003;1;98;0;0
250540205000004;1;316;1;0
250540205000005;8;132;0;0
250540205000006;8;73;0;0
250540205000007;8;57;1;0
250540205000008;8;97;0;0
250540205000009;8;142;1;0
250540205000010;5;131;1;0
250540205000011;1;86;0;1
250540205000012;1;148;0;0
250550105000001;1;134;0;0
250550105000002;8;201;0;0
250550105000003;8;159;0;0
250550105000004;1;174;0;0
250560005000001;1;180;0;0
250560005000002;1;205;0;0
250560005000003;1;195;1;0
250560005000004;8;80;0;0
250560005000005;8;177;1;0
250560005000006;8;101;0;0
250560005000007;8;50;0;0
250560010000001;1;77;0;0
250560010000002;8;97;0;0
250570905000001;1;226;0;0
250570905000002;1;110;0;0
250570905000003;1;147;0;0
250570905000004;1;79;0;0
250570905000005;1;165;1;0
250570905000006;8;138;2;0
250570905000007;8;103;0;0
250570905000008;8;45;0;0
250570905000009;8;68;0;0
250570905000010;8;132;0;0
250570905000011;8;201;2;0
250570905000012;8;47;0;0
250570905000013;8;122;0;0
250570905000014;8;99;2;0
250570905000015;1;164;0;0
250570905000016;8;111;0;0
250570905000017;5;68;0;0
250570905000018;5;19;0;0
250570905000019;8;69;0;0
250580805000001;1;144;0;0
250580805000002;1;133;2;0
250580805000003;1;220;0;0
250580805000004;8;30;0;0
250580805000005;8;54;1;0
250580805000006;8;67;1;0
250590705000001;1;210;0;0
250590705000002;8;139;0;0
250590705000003;8;70;0;0
250590705000004;8;64;0;0
250590705000005;1;204;1;1
250600405000001;1;140;2;0
250600405000002;1;172;1;0
250600405000003;1;78;2;0
250600405000004;1;204;0;0
250600405000005;1;115;0;0
250600405000006;1;86;0;0
250600405000007;1;79;1;0
250600405000008;1;128;0;0
250600405000009;1;187;0;1
250600405000010;1;119;0;0
250600405000011;1;116;0;0
250600405000012;1;143;0;0
250600405000013;1;227;0;0
250600405000014;1;112;0;0
250600405000015;1;106;0;0
250600405000016;1;213;0;0
250600405000017;8;142;1;0
250600405000018;8;103;0;0
250600405000019;8;22;1;0
250600405000020;5;241;0;0
250600405000021;8;134;0;0
250600405000022;8;123;0;0
250600405000023;8;23;0;0
250600405000024;8;107;0;0
250600405000025;8;107;0;0
250600405000026;8;146;1;0
250600405000027;8;116;0;0
250600405000028;8;218;0;4
250600405000029;5;116;3;0
