Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;
250180705000017;1;98;297;41;3;0;0;0;0;0;442;12769;140093;28451;3900;0;0;0;0;0;881;439;185213;30;196;33;1;0;0;0;0;0;186;4414;93070;22864;1200;0;0;0;0;0;446;260;121548;68;101;8;2;0;0;0;0;0;256;8355;47023;5587;2700;0;0;0;0;0;435;179;63665;98;296;41;3;0;0;0;0;0;434;12769;139583;28451;3900;0;0;0;0;0;872;438;184703;30;195;33;1;0;0;0;0;0;184;4414;92560;22864;1200;0;0;0;0;0;443;259;121038;68;101;8;2;0;0;0;0;0;250;8355;47023;5587;2700;0;0;0;0;0;429;179;63665;
250180705000018;1;104;275;146;9;6;2;0;0;0;415;12824;133745;108280;12550;12310;8000;0;0;0;957;542;287709;39;143;115;8;6;2;0;0;0;154;5002;69412;86232;11250;12310;8000;0;0;0;467;313;192206;65;132;31;1;0;0;0;0;0;261;7822;64333;22048;1300;0;0;0;0;0;490;229;95503;104;275;146;9;6;2;0;0;0;415;12824;133745;108280;12550;12310;8000;0;0;0;957;542;287709;39;143;115;8;6;2;0;0;0;154;5002;69412;86232;11250;12310;8000;0;0;0;467;313;192206;65;132;31;1;0;0;0;0;0;261;7822;64333;22048;1300;0;0;0;0;0;490;229;95503;
250180705000019;1;103;327;137;28;13;9;0;0;0;352;13433;157248;102170;35747;26648;31300;0;0;0;969;617;366546;31;168;99;19;9;6;0;0;0;131;4013;80846;74234;23659;18148;20500;0;0;0;463;332;221400;72;159;38;9;4;3;0;0;0;221;9420;76402;27936;12088;8500;10800;0;0;0;506;285;145146;103;327;137;28;13;9;0;0;0;352;13433;157248;102170;35747;26648;31300;0;0;0;969;617;366546;31;168;99;19;9;6;0;0;0;131;4013;80846;74234;23659;18148;20500;0;0;0;463;332;221400;72;159;38;9;4;3;0;0;0;221;9420;76402;27936;12088;8500;10800;0;0;0;506;285;145146;
250180705000020;1;34;135;72;19;4;2;0;1;0;178;4982;66890;51705;24343;8000;6000;0;10000;0;445;267;171920;13;58;47;15;3;2;0;1;0;70;2065;28910;34486;18993;6000;6000;0;10000;0;209;139;106454;21;77;25;4;1;0;0;0;0;108;2917;37980;17219;5350;2000;0;0;0;0;236;128;65466;34;135;72;19;4;2;0;1;0;178;4982;66890;51705;24343;8000;6000;0;10000;0;445;267;171920;13;58;47;15;3;2;0;1;0;70;2065;28910;34486;18993;6000;6000;0;10000;0;209;139;106454;21;77;25;4;1;0;0;0;0;108;2917;37980;17219;5350;2000;0;0;0;0;236;128;65466;
250180705000021;1;31;220;92;17;17;1;0;0;0;237;5058;108724;75130;23170;35550;3000;0;0;0;615;378;250632;16;98;54;7;11;0;0;0;0;73;2592;48097;44290;9500;24550;0;0;0;0;259;186;129029;15;122;38;10;6;1;0;0;0;164;2466;60627;30840;13670;11000;3000;0;0;0;356;192;121603;31;220;92;17;17;1;0;0;0;237;5058;108724;75130;23170;35550;3000;0;0;0;615;378;250632;16;98;54;7;11;0;0;0;0;73;2592;48097;44290;9500;24550;0;0;0;0;259;186;129029;15;122;38;10;6;1;0;0;0;164;2466;60627;30840;13670;11000;3000;0;0;0;356;192;121603;
250180705000022;1;95;352;153;35;14;6;1;0;0;444;12467;172491;120720;46065;28932;21680;6000;0;0;1100;656;408355;21;184;97;25;10;4;1;0;0;178;3221;90176;78070;33060;20932;16080;6000;0;0;520;342;247539;74;168;56;10;4;2;0;0;0;266;9246;82315;42650;13005;8000;5600;0;0;0;580;314;160816;95;352;153;35;14;6;1;0;0;444;12467;172491;120720;46065;28932;21680;6000;0;0;1100;656;408355;21;184;97;25;10;4;1;0;0;178;3221;90176;78070;33060;20932;16080;6000;0;0;520;342;247539;74;168;56;10;4;2;0;0;0;266;9246;82315;42650;13005;8000;5600;0;0;0;580;314;160816;
250180705000023;1;39;212;108;30;16;5;0;0;0;250;5210;105201;83521;41366;32150;15850;0;0;0;660;410;283298;10;99;72;18;11;3;0;0;0;83;1481;49640;53765;25580;22850;9850;0;0;0;296;213;163166;29;113;36;12;5;2;0;0;0;167;3729;55561;29756;15786;9300;6000;0;0;0;364;197;120132;39;212;108;30;16;5;0;0;0;250;5210;105201;83521;41366;32150;15850;0;0;0;660;410;283298;10;99;72;18;11;3;0;0;0;83;1481;49640;53765;25580;22850;9850;0;0;0;296;213;163166;29;113;36;12;5;2;0;0;0;167;3729;55561;29756;15786;9300;6000;0;0;0;364;197;120132;
250180705000024;1;54;325;148;41;28;7;0;0;0;359;8847;159714;121170;54576;57280;22900;0;0;0;962;603;424487;14;139;81;25;20;3;0;0;0;128;2552;67590;65828;33160;41300;11200;0;0;0;410;282;221630;40;186;67;16;8;4;0;0;0;231;6295;92124;55342;21416;15980;11700;0;0;0;552;321;202857;54;325;148;41;28;7;0;0;0;359;8847;159714;121170;54576;57280;22900;0;0;0;962;603;424487;14;139;81;25;20;3;0;0;0;128;2552;67590;65828;33160;41300;11200;0;0;0;410;282;221630;40;186;67;16;8;4;0;0;0;231;6295;92124;55342;21416;15980;11700;0;0;0;552;321;202857;
250180705000025;1;72;321;141;32;16;9;0;0;1;402;9334;158733;108926;41362;30990;29300;0;0;11000;994;592;389645;19;159;88;21;10;5;0;0;1;158;2671;78852;66883;27510;18840;17500;0;0;11000;461;303;223256;53;162;53;11;6;4;0;0;0;244;6663;79881;42043;13852;12150;11800;0;0;0;533;289;166389;72;321;141;32;16;9;0;0;1;402;9334;158733;108926;41362;30990;29300;0;0;11000;994;592;389645;19;159;88;21;10;5;0;0;1;158;2671;78852;66883;27510;18840;17500;0;0;11000;461;303;223256;53;162;53;11;6;4;0;0;0;244;6663;79881;42043;13852;12150;11800;0;0;0;533;289;166389;
250180705000026;1;114;284;89;21;5;3;0;0;0;252;14125;137503;67507;28254;9440;11000;0;0;0;768;516;267829;34;139;59;13;3;1;0;0;0;87;4604;67585;44485;17204;5600;4000;0;0;0;336;249;143478;80;145;30;8;2;2;0;0;0;165;9521;69918;23022;11050;3840;7000;0;0;0;432;267;124351;114;284;89;21;5;3;0;0;0;252;14125;137503;67507;28254;9440;11000;0;0;0;768;516;267829;34;139;59;13;3;1;0;0;0;87;4604;67585;44485;17204;5600;4000;0;0;0;336;249;143478;80;145;30;8;2;2;0;0;0;165;9521;69918;23022;11050;3840;7000;0;0;0;432;267;124351;
250180705000027;1;48;212;127;9;4;0;0;0;0;260;6443;103982;94042;11555;9000;0;0;0;0;660;400;225022;7;91;93;7;1;0;0;0;0;106;1004;44582;69829;8855;2500;0;0;0;0;305;199;126770;41;121;34;2;3;0;0;0;0;154;5439;59400;24213;2700;6500;0;0;0;0;355;201;98252;48;212;127;9;4;0;0;0;0;260;6443;103982;94042;11555;9000;0;0;0;0;660;400;225022;7;91;93;7;1;0;0;0;0;106;1004;44582;69829;8855;2500;0;0;0;0;305;199;126770;41;121;34;2;3;0;0;0;0;154;5439;59400;24213;2700;6500;0;0;0;0;355;201;98252;
250180705000028;1;128;382;91;8;5;3;0;0;0;534;19114;188498;70492;10200;10000;9000;0;0;0;1151;617;307304;40;223;65;7;4;3;0;0;0;201;7120;109872;50877;9000;8000;9000;0;0;0;543;342;193869;88;159;26;1;1;0;0;0;0;333;11994;78626;19615;1200;2000;0;0;0;0;608;275;113435;128;382;91;8;5;3;0;0;0;534;19114;188498;70492;10200;10000;9000;0;0;0;1151;617;307304;40;223;65;7;4;3;0;0;0;201;7120;109872;50877;9000;8000;9000;0;0;0;543;342;193869;88;159;26;1;1;0;0;0;0;333;11994;78626;19615;1200;2000;0;0;0;0;608;275;113435;
250180705000029;1;84;275;125;20;2;5;0;0;0;295;11048;134468;92377;25726;4390;16562;0;0;0;806;511;284571;15;147;85;17;1;2;0;0;0;127;2860;72710;64355;21779;2000;7000;0;0;0;394;267;170704;69;128;40;3;1;3;0;0;0;168;8188;61758;28022;3947;2390;9562;0;0;0;412;244;113867;84;275;125;20;2;5;0;0;0;295;11048;134468;92377;25726;4390;16562;0;0;0;806;511;284571;15;147;85;17;1;2;0;0;0;127;2860;72710;64355;21779;2000;7000;0;0;0;394;267;170704;69;128;40;3;1;3;0;0;0;168;8188;61758;28022;3947;2390;9562;0;0;0;412;244;113867;
250180705000030;1;91;299;101;5;2;0;2;0;1;470;11664;145073;68336;6380;4000;0;12000;0;12686;971;501;260139;21;179;83;5;2;0;0;0;1;178;2717;87735;55971;6380;4000;0;0;0;12686;469;291;169489;70;120;18;0;0;0;2;0;0;292;8947;57338;12365;0;0;0;12000;0;0;502;210;90650;91;299;101;5;2;0;2;0;1;470;11664;145073;68336;6380;4000;0;12000;0;12686;971;501;260139;21;179;83;5;2;0;0;0;1;178;2717;87735;55971;6380;4000;0;0;0;12686;469;291;169489;70;120;18;0;0;0;2;0;0;292;8947;57338;12365;0;0;0;12000;0;0;502;210;90650;
250180705000031;1;109;325;83;12;1;2;0;0;0;408;15697;158095;59400;15580;1800;7800;0;0;0;940;532;258372;29;189;61;10;1;2;0;0;0;169;4310;92620;42475;12950;1800;7800;0;0;0;461;292;161955;80;136;22;2;0;0;0;0;0;239;11387;65475;16925;2630;0;0;0;0;0;479;240;96417;109;325;83;12;1;2;0;0;0;408;15697;158095;59400;15580;1800;7800;0;0;0;940;532;258372;29;189;61;10;1;2;0;0;0;169;4310;92620;42475;12950;1800;7800;0;0;0;461;292;161955;80;136;22;2;0;0;0;0;0;239;11387;65475;16925;2630;0;0;0;0;0;479;240;96417;
250180705000032;1;81;267;98;15;3;2;0;0;0;407;10184;129492;70798;19540;6700;6000;0;0;0;873;466;242714;32;152;78;12;3;2;0;0;0;162;3806;74681;57687;15430;6700;6000;0;0;0;441;279;164304;49;115;20;3;0;0;0;0;0;245;6378;54811;13111;4110;0;0;0;0;0;432;187;78410;81;267;98;15;3;2;0;0;0;407;10184;129492;70798;19540;6700;6000;0;0;0;873;466;242714;32;152;78;12;3;2;0;0;0;162;3806;74681;57687;15430;6700;6000;0;0;0;441;279;164304;49;115;20;3;0;0;0;0;0;245;6378;54811;13111;4110;0;0;0;0;0;432;187;78410;
250180705000033;1;50;151;85;20;16;8;1;0;0;349;5649;73815;63999;26270;32490;27300;6000;0;0;680;331;235523;13;90;50;17;10;7;1;0;0;153;1815;44437;37611;22470;20890;24300;6000;0;0;341;188;157523;37;61;35;3;6;1;0;0;0;196;3834;29378;26388;3800;11600;3000;0;0;0;339;143;78000;50;151;85;20;16;8;1;0;0;349;5649;73815;63999;26270;32490;27300;6000;0;0;680;331;235523;13;90;50;17;10;7;1;0;0;153;1815;44437;37611;22470;20890;24300;6000;0;0;341;188;157523;37;61;35;3;6;1;0;0;0;196;3834;29378;26388;3800;11600;3000;0;0;0;339;143;78000;
250180705000034;1;150;353;150;14;8;4;0;0;0;446;15988;172266;115578;18404;15000;17000;0;0;0;1125;679;354236;27;199;108;11;6;4;0;0;0;179;2929;97240;82881;14619;11400;17000;0;0;0;534;355;226069;123;154;42;3;2;0;0;0;0;267;13059;75026;32697;3785;3600;0;0;0;0;591;324;128167;150;352;150;14;8;4;0;0;0;446;15988;171866;115578;18404;15000;17000;0;0;0;1124;678;353836;27;199;108;11;6;4;0;0;0;179;2929;97240;82881;14619;11400;17000;0;0;0;534;355;226069;123;153;42;3;2;0;0;0;0;267;13059;74626;32697;3785;3600;0;0;0;0;590;323;127767;
250180705000035;1;15;64;200;7;8;2;1;0;0;252;1944;27671;121896;8910;16550;5500;5200;0;0;549;297;187671;4;35;128;6;8;2;1;0;0;90;730;15281;78215;7750;16550;5500;5200;0;0;274;184;129226;11;29;72;1;0;0;0;0;0;162;1214;12390;43681;1160;0;0;0;0;0;275;113;58445;15;64;200;7;8;2;1;0;0;252;1944;27671;121896;8910;16550;5500;5200;0;0;549;297;187671;4;35;128;6;8;2;1;0;0;90;730;15281;78215;7750;16550;5500;5200;0;0;274;184;129226;11;29;72;1;0;0;0;0;0;162;1214;12390;43681;1160;0;0;0;0;0;275;113;58445;
250180705000036;1;96;241;176;36;18;15;0;0;0;345;9676;117100;130407;47588;35645;57285;0;0;0;927;582;397701;38;116;111;22;13;12;0;0;0;131;3605;56380;83316;29238;25005;45285;0;0;0;443;312;242829;58;125;65;14;5;3;0;0;0;214;6071;60720;47091;18350;10640;12000;0;0;0;484;270;154872;96;241;176;36;18;15;0;0;0;345;9676;117100;130407;47588;35645;57285;0;0;0;927;582;397701;38;116;111;22;13;12;0;0;0;131;3605;56380;83316;29238;25005;45285;0;0;0;443;312;242829;58;125;65;14;5;3;0;0;0;214;6071;60720;47091;18350;10640;12000;0;0;0;484;270;154872;
250180705000037;1;10;53;44;13;16;3;0;1;0;88;1519;26510;33220;17490;30900;10750;0;8400;0;228;140;128789;1;24;23;8;10;3;0;1;0;32;60;11940;16810;10700;19600;10750;0;8400;0;102;70;78260;9;29;21;5;6;0;0;0;0;56;1459;14570;16410;6790;11300;0;0;0;0;126;70;50529;10;53;44;13;16;3;0;1;0;88;1519;26510;33220;17490;30900;10750;0;8400;0;228;140;128789;1;24;23;8;10;3;0;1;0;32;60;11940;16810;10700;19600;10750;0;8400;0;102;70;78260;9;29;21;5;6;0;0;0;0;56;1459;14570;16410;6790;11300;0;0;0;0;126;70;50529;
250180705000038;1;36;204;70;25;5;0;0;0;0;201;4440;98856;53268;33311;10100;0;0;0;0;541;340;199975;7;106;41;17;4;0;0;0;0;68;852;52150;31209;22540;8100;0;0;0;0;243;175;114851;29;98;29;8;1;0;0;0;0;133;3588;46706;22059;10771;2000;0;0;0;0;298;165;85124;36;204;70;25;5;0;0;0;0;201;4440;98856;53268;33311;10100;0;0;0;0;541;340;199975;7;106;41;17;4;0;0;0;0;68;852;52150;31209;22540;8100;0;0;0;0;243;175;114851;29;98;29;8;1;0;0;0;0;133;3588;46706;22059;10771;2000;0;0;0;0;298;165;85124;
250180705000039;1;34;161;98;26;17;4;0;0;0;226;4504;76914;73958;35170;31950;15800;0;0;0;566;340;238296;14;78;52;21;10;2;0;0;0;102;1528;37564;40245;28460;18150;10000;0;0;0;279;177;135947;20;83;46;5;7;2;0;0;0;124;2976;39350;33713;6710;13800;5800;0;0;0;287;163;102349;34;161;98;26;17;4;0;0;0;226;4504;76914;73958;35170;31950;15800;0;0;0;566;340;238296;14;78;52;21;10;2;0;0;0;102;1528;37564;40245;28460;18150;10000;0;0;0;279;177;135947;20;83;46;5;7;2;0;0;0;124;2976;39350;33713;6710;13800;5800;0;0;0;287;163;102349;
250180705000040;1;20;99;27;2;2;1;0;0;0;139;2401;48860;20145;3000;4500;4500;0;0;0;290;151;83406;5;54;18;1;2;0;0;0;0;52;749;26700;14154;1500;4500;0;0;0;0;132;80;47603;15;45;9;1;0;1;0;0;0;87;1652;22160;5991;1500;0;4500;0;0;0;158;71;35803;20;99;27;2;2;1;0;0;0;139;2401;48860;20145;3000;4500;4500;0;0;0;290;151;83406;5;54;18;1;2;0;0;0;0;52;749;26700;14154;1500;4500;0;0;0;0;132;80;47603;15;45;9;1;0;1;0;0;0;87;1652;22160;5991;1500;0;4500;0;0;0;158;71;35803;
250180705000041;1;47;307;123;33;25;4;0;0;0;389;7510;150522;97155;42999;50881;16000;0;0;0;928;539;365067;18;155;74;23;17;3;0;0;0;140;2675;76840;57255;30019;34381;11000;0;0;0;430;290;212170;29;152;49;10;8;1;0;0;0;249;4835;73682;39900;12980;16500;5000;0;0;0;498;249;152897;47;307;123;33;25;4;0;0;0;389;7510;150522;97155;42999;50881;16000;0;0;0;928;539;365067;18;155;74;23;17;3;0;0;0;140;2675;76840;57255;30019;34381;11000;0;0;0;430;290;212170;29;152;49;10;8;1;0;0;0;249;4835;73682;39900;12980;16500;5000;0;0;0;498;249;152897;
250180705000042;1;50;203;114;28;18;4;0;0;0;318;6319;99098;82971;36423;38095;14800;0;0;0;735;417;277706;15;96;66;20;15;4;0;0;0;134;1985;47350;47968;26023;31695;14800;0;0;0;350;216;169821;35;107;48;8;3;0;0;0;0;184;4334;51748;35003;10400;6400;0;0;0;0;385;201;107885;47;203;114;28;18;4;0;0;0;308;6019;99098;82971;36423;38095;14800;0;0;0;722;414;277406;12;96;66;20;15;4;0;0;0;124;1685;47350;47968;26023;31695;14800;0;0;0;337;213;169521;35;107;48;8;3;0;0;0;0;184;4334;51748;35003;10400;6400;0;0;0;0;385;201;107885;
250180705000043;1;72;146;50;6;3;1;0;1;0;252;9170;72437;36830;8210;6800;3000;0;10000;0;531;279;146447;19;83;37;6;2;0;0;1;0;112;2727;41375;26958;8210;4300;0;0;10000;0;260;148;93570;53;63;13;0;1;1;0;0;0;140;6443;31062;9872;0;2500;3000;0;0;0;271;131;52877;72;145;50;6;3;1;0;1;0;248;9170;71927;36830;8210;6800;3000;0;10000;0;526;278;145937;19;82;37;6;2;0;0;1;0;110;2727;40865;26958;8210;4300;0;0;10000;0;257;147;93060;53;63;13;0;1;1;0;0;0;138;6443;31062;9872;0;2500;3000;0;0;0;269;131;52877;
250180705000044;1;80;194;83;12;6;3;0;0;0;259;9910;94785;61331;16240;12800;8100;0;0;0;637;378;203166;12;118;57;11;4;1;0;0;0;106;2061;58168;42482;14740;8900;2600;0;0;0;309;203;128951;68;76;26;1;2;2;0;0;0;153;7849;36617;18849;1500;3900;5500;0;0;0;328;175;74215;80;194;83;12;6;3;0;0;0;259;9910;94785;61331;16240;12800;8100;0;0;0;637;378;203166;12;118;57;11;4;1;0;0;0;106;2061;58168;42482;14740;8900;2600;0;0;0;309;203;128951;68;76;26;1;2;2;0;0;0;153;7849;36617;18849;1500;3900;5500;0;0;0;328;175;74215;
250180705000045;1;89;219;79;10;4;0;0;0;0;350;11152;106394;56308;13030;7300;0;0;0;0;751;401;194184;35;116;61;10;2;0;0;0;0;127;4478;55640;43699;13030;3700;0;0;0;0;351;224;120547;54;103;18;0;2;0;0;0;0;223;6674;50754;12609;0;3600;0;0;0;0;400;177;73637;89;219;79;10;4;0;0;0;0;350;11152;106394;56308;13030;7300;0;0;0;0;751;401;194184;35;116;61;10;2;0;0;0;0;127;4478;55640;43699;13030;3700;0;0;0;0;351;224;120547;54;103;18;0;2;0;0;0;0;223;6674;50754;12609;0;3600;0;0;0;0;400;177;73637;
250180705000046;1;71;274;60;4;1;0;0;0;0;338;9491;135283;46788;5050;2000;0;0;0;0;748;410;198612;13;153;42;3;1;0;0;0;0;145;2030;76285;32143;3800;2000;0;0;0;0;357;212;116258;58;121;18;1;0;0;0;0;0;193;7461;58998;14645;1250;0;0;0;0;0;391;198;82354;71;274;60;4;1;0;0;0;0;338;9491;135283;46788;5050;2000;0;0;0;0;748;410;198612;13;153;42;3;1;0;0;0;0;145;2030;76285;32143;3800;2000;0;0;0;0;357;212;116258;58;121;18;1;0;0;0;0;0;193;7461;58998;14645;1250;0;0;0;0;0;391;198;82354;
250180705000047;1;106;280;68;6;2;0;0;0;0;422;14208;132154;47567;7440;4000;0;0;0;0;884;462;205369;19;175;53;5;0;0;0;0;0;164;3230;83532;36265;6400;0;0;0;0;0;416;252;129427;87;105;15;1;2;0;0;0;0;258;10978;48622;11302;1040;4000;0;0;0;0;468;210;75942;106;280;68;6;2;0;0;0;0;422;14208;132154;47567;7440;4000;0;0;0;0;884;462;205369;19;175;53;5;0;0;0;0;0;164;3230;83532;36265;6400;0;0;0;0;0;416;252;129427;87;105;15;1;2;0;0;0;0;258;10978;48622;11302;1040;4000;0;0;0;0;468;210;75942;
250180705000048;1;14;72;18;2;4;1;0;0;0;101;2306;35090;13186;2700;8500;3000;0;0;0;212;111;64782;6;37;14;2;4;1;0;0;0;40;950;18290;10226;2700;8500;3000;0;0;0;104;64;43666;8;35;4;0;0;0;0;0;0;61;1356;16800;2960;0;0;0;0;0;0;108;47;21116;14;68;18;2;4;1;0;0;0;101;2306;33050;13186;2700;8500;3000;0;0;0;208;107;62742;6;36;14;2;4;1;0;0;0;40;950;17780;10226;2700;8500;3000;0;0;0;103;63;43156;8;32;4;0;0;0;0;0;0;61;1356;15270;2960;0;0;0;0;0;0;105;44;19586;
250180705000049;1;21;262;224;51;62;27;2;0;1;432;2890;129720;179093;70180;126700;99300;11500;0;16900;1082;650;636283;6;135;148;34;48;24;2;0;0;131;614;67810;118966;46980;97400;87300;11500;0;0;528;397;430570;15;127;76;17;14;3;0;0;1;301;2276;61910;60127;23200;29300;12000;0;0;16900;554;253;205713;21;262;224;51;62;27;2;0;1;432;2890;129720;179093;70180;126700;99300;11500;0;16900;1082;650;636283;6;135;148;34;48;24;2;0;0;131;614;67810;118966;46980;97400;87300;11500;0;0;528;397;430570;15;127;76;17;14;3;0;0;1;301;2276;61910;60127;23200;29300;12000;0;0;16900;554;253;205713;
250180705000050;1;10;138;103;38;28;21;3;3;1;268;1055;67966;84953;51626;56270;71500;17700;30000;13000;613;345;394070;3;65;56;26;16;15;3;3;1;83;305;31530;47359;35130;31770;53400;17700;30000;13000;271;188;260194;7;73;47;12;12;6;0;0;0;185;750;36436;37594;16496;24500;18100;0;0;0;342;157;133876;10;138;103;38;28;21;3;3;1;268;1055;67966;84953;51626;56270;71500;17700;30000;13000;613;345;394070;3;65;56;26;16;15;3;3;1;83;305;31530;47359;35130;31770;53400;17700;30000;13000;271;188;260194;7;73;47;12;12;6;0;0;0;185;750;36436;37594;16496;24500;18100;0;0;0;342;157;133876;
250180705000051;1;35;140;130;46;40;20;1;1;0;252;4606;68660;102697;62957;81068;75152;7000;10000;0;665;413;412140;11;61;70;38;29;15;1;1;0;81;1261;30240;54949;52176;58968;55152;7000;10000;0;307;226;269746;24;79;60;8;11;5;0;0;0;171;3345;38420;47748;10781;22100;20000;0;0;0;358;187;142394;35;140;130;46;40;20;1;1;0;252;4606;68660;102697;62957;81068;75152;7000;10000;0;665;413;412140;11;61;70;38;29;15;1;1;0;81;1261;30240;54949;52176;58968;55152;7000;10000;0;307;226;269746;24;79;60;8;11;5;0;0;0;171;3345;38420;47748;10781;22100;20000;0;0;0;358;187;142394;
250180705000052;1;39;151;82;23;10;7;1;0;0;242;5527;72065;63537;29315;17790;24386;5400;0;0;555;313;218020;7;75;51;16;7;7;0;0;0;92;1447;35937;39516;20730;12540;24386;0;0;0;255;163;134556;32;76;31;7;3;0;1;0;0;150;4080;36128;24021;8585;5250;0;5400;0;0;300;150;83464;39;151;82;23;10;7;1;0;0;242;5527;72065;63537;29315;17790;24386;5400;0;0;555;313;218020;7;75;51;16;7;7;0;0;0;92;1447;35937;39516;20730;12540;24386;0;0;0;255;163;134556;32;76;31;7;3;0;1;0;0;150;4080;36128;24021;8585;5250;0;5400;0;0;300;150;83464;
250180705000053;1;72;240;99;20;2;2;0;0;0;397;10290;117789;69412;25863;3700;6400;0;0;0;832;435;233454;26;134;70;12;2;2;0;0;0;144;3919;66507;50372;15600;3700;6400;0;0;0;390;246;146498;46;106;29;8;0;0;0;0;0;253;6371;51282;19040;10263;0;0;0;0;0;442;189;86956;71;239;99;20;2;2;0;0;0;397;10200;117389;69412;25863;3700;6400;0;0;0;830;433;232964;26;133;70;12;2;2;0;0;0;144;3919;66107;50372;15600;3700;6400;0;0;0;389;245;146098;45;106;29;8;0;0;0;0;0;253;6281;51282;19040;10263;0;0;0;0;0;441;188;86866;
250180705000054;1;22;165;138;48;28;10;0;2;0;225;2762;82112;107413;63145;57822;36700;0;17000;0;638;413;366954;2;65;81;23;18;8;0;1;0;81;300;32600;63455;29410;37741;28800;0;9000;0;279;198;201306;20;100;57;25;10;2;0;1;0;144;2462;49512;43958;33735;20081;7900;0;8000;0;359;215;165648;22;165;138;48;28;10;0;2;0;225;2762;82112;107413;63145;57822;36700;0;17000;0;638;413;366954;2;65;81;23;18;8;0;1;0;81;300;32600;63455;29410;37741;28800;0;9000;0;279;198;201306;20;100;57;25;10;2;0;1;0;144;2462;49512;43958;33735;20081;7900;0;8000;0;359;215;165648;
250180705000055;1;117;217;55;8;1;4;0;0;0;284;15337;102523;38960;10245;2000;12980;0;0;0;686;402;182045;41;128;42;2;1;4;0;0;0;130;6435;60256;30174;2730;2000;12980;0;0;0;348;218;114575;76;89;13;6;0;0;0;0;0;154;8902;42267;8786;7515;0;0;0;0;0;338;184;67470;117;217;55;8;1;4;0;0;0;284;15337;102523;38960;10245;2000;12980;0;0;0;686;402;182045;41;128;42;2;1;4;0;0;0;130;6435;60256;30174;2730;2000;12980;0;0;0;348;218;114575;76;89;13;6;0;0;0;0;0;154;8902;42267;8786;7515;0;0;0;0;0;338;184;67470;
250180705000056;1;33;231;173;55;49;14;0;0;0;279;4945;114135;135922;73700;98438;48040;0;0;0;834;555;475180;12;113;93;30;25;10;0;0;0;109;1844;55830;73865;40250;52300;33200;0;0;0;392;283;257289;21;118;80;25;24;4;0;0;0;170;3101;58305;62057;33450;46138;14840;0;0;0;442;272;217891;33;231;173;55;49;14;0;0;0;279;4945;114135;135922;73700;98438;48040;0;0;0;834;555;475180;12;113;93;30;25;10;0;0;0;109;1844;55830;73865;40250;52300;33200;0;0;0;392;283;257289;21;118;80;25;24;4;0;0;0;170;3101;58305;62057;33450;46138;14840;0;0;0;442;272;217891;
250180705000057;1;18;128;104;23;18;9;0;0;0;229;2724;62930;81440;31058;35300;30300;0;0;0;529;300;243752;8;54;63;18;10;3;0;0;0;81;1385;26380;50769;25026;20000;10200;0;0;0;237;156;133760;10;74;41;5;8;6;0;0;0;148;1339;36550;30671;6032;15300;20100;0;0;0;292;144;109992;18;128;104;23;18;9;0;0;0;229;2724;62930;81440;31058;35300;30300;0;0;0;529;300;243752;8;54;63;18;10;3;0;0;0;81;1385;26380;50769;25026;20000;10200;0;0;0;237;156;133760;10;74;41;5;8;6;0;0;0;148;1339;36550;30671;6032;15300;20100;0;0;0;292;144;109992;
250180705000058;1;23;173;105;23;23;8;3;1;0;458;4058;84320;85206;32050;45450;26000;20000;8000;0;817;359;305084;3;92;68;12;17;4;2;1;0;169;590;45470;55450;16950;32700;13000;14000;8000;0;368;199;186160;20;81;37;11;6;4;1;0;0;289;3468;38850;29756;15100;12750;13000;6000;0;0;449;160;118924;23;173;105;23;23;8;3;1;0;458;4058;84320;85206;32050;45450;26000;20000;8000;0;817;359;305084;3;92;68;12;17;4;2;1;0;169;590;45470;55450;16950;32700;13000;14000;8000;0;368;199;186160;20;81;37;11;6;4;1;0;0;289;3468;38850;29756;15100;12750;13000;6000;0;0;449;160;118924;
250180705000059;1;125;283;132;22;15;2;0;0;0;339;15872;137856;95916;29480;30940;5608;0;0;0;918;579;315672;47;143;87;16;12;2;0;0;0;128;7029;70517;62524;21000;24440;5608;0;0;0;435;307;191118;78;140;45;6;3;0;0;0;0;211;8843;67339;33392;8480;6500;0;0;0;0;483;272;124554;125;283;132;22;15;2;0;0;0;339;15872;137856;95916;29480;30940;5608;0;0;0;918;579;315672;47;143;87;16;12;2;0;0;0;128;7029;70517;62524;21000;24440;5608;0;0;0;435;307;191118;78;140;45;6;3;0;0;0;0;211;8843;67339;33392;8480;6500;0;0;0;0;483;272;124554;
